[KEY]markerid,[P10]markerid,[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,[P9]단지명_erased_**동,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
8822,UNMAPPED,8822,8822,47,부산시 부산진구 개금동,부산시,부산진구,개금동,부산시 부산진구 개금동 개금아이파크,개금아이파크,618-2,618,2,개금아이파크,84.99,202312,30,"26,000",214,5,-,-,2002,복지로 70,-,중개거래,부산 부산진구,24.01.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,48,부산시 남구 용호동,부산시,남구,용호동,부산시 남구 용호동 엘지메트로시티1,엘지메트로시티1,176-30,176,30,엘지메트로시티1,85.0,202312,30,"50,000",113,7,-,-,2001,분포로 111,-,중개거래,부산 남구,24.02.19,아파트
107126,UNMAPPED,107126,UNMAPPED,49,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 벽산e-솔렌스힐,벽산e-솔렌스힐,384-26,384,26,벽산e-솔렌스힐,16.6503,202312,30,"9,300",101,7,-,-,2015,수영로 283,-,중개거래,부산 남구,24.01.22,아파트
13627,UNMAPPED,13627,13627,51,부산시 부산진구 양정동,부산시,부산진구,양정동,부산시 부산진구 양정동 대원칸타빌멤버스,대원칸타빌멤버스,525,525,0,대원칸타빌멤버스,118.6193,202312,30,"55,000",102,36,-,-,2006,거제대로 26,-,중개거래,부산 부산진구,24.04.25,아파트
109477,UNMAPPED,109477,109477,52,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 서면동일파크스위트2차,서면동일파크스위트2차,739,739,0,서면동일파크스위트2차,56.8669,202312,30,"30,000",204동,4,-,-,2017,동평로 128,-,중개거래,부산 부산진구,24.04.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,53,부산시 동구 좌천동,부산시,동구,좌천동,부산시 동구 좌천동 부산항일동미라주더오션(1지구),부산항일동미라주더오션(1지구),1176,1176,0,부산항일동미라주더오션(1지구),73.6399,202312,30,"44,500",101,8,-,-,2021,자성로 6,-,중개거래,부산 동구,24.02.26,아파트
11355,UNMAPPED,11355,11355,54,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 당감뜨란채,당감뜨란채,725,725,0,당감뜨란채,59.98,202312,30,"21,000",401,24,-,-,2005,백양산로 57,-,중개거래,부산 부산진구,24.01.18,아파트
6915,UNMAPPED,6915,6915,55,부산시 사하구 장림동,부산시,사하구,장림동,부산시 사하구 장림동 장림로얄베스토피아,장림로얄베스토피아,185-29,185,29,장림로얄베스토피아,84.56,202312,30,"12,300",1,6,-,-,1993,다대로227번길 45,-,중개거래,부산 사하구,24.03.20,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,56,부산시 사하구 다대동,부산시,사하구,다대동,부산시 사하구 다대동 대우,대우,1552,1552,0,대우,99.92,202312,30,"42,500",101,21,-,-,1998,다대낙조1길 12,-,중개거래,부산 사하구,24.02.21,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,57,부산시 북구 만덕동,부산시,북구,만덕동,부산시 북구 만덕동 동일,동일,658,658,0,동일,75.105,202312,30,"18,800",103,11,-,-,1998,만덕1로104번가길 57,-,중개거래,부산 북구,24.02.28,아파트
6131,UNMAPPED,6131,6131,58,부산시 사하구 감천동,부산시,사하구,감천동,부산시 사하구 감천동 감천유림2차,감천유림2차,789,789,0,감천유림2차,119.17,202312,30,"20,500",201,2,-,-,1999,사하로 80,-,중개거래,부산 사하구,24.02.22,아파트
9889,UNMAPPED,9889,9889,59,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 대림쌍용강변타운,대림쌍용강변타운,2306,2306,0,대림쌍용강변타운,128.32,202312,30,"64,500",715,12,-,-,2004,화명신도시로 39,-,중개거래,부산 북구,24.05.08,아파트
7916,UNMAPPED,7916,7916,60,부산시 해운대구 좌동,부산시,해운대구,좌동,부산시 해운대구 좌동 삼성,삼성,1413,1413,0,삼성,59.944,202312,30,"41,000",102,15,-,-,1997,세실로 174,-,중개거래,부산 해운대구,24.03.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,61,부산시 해운대구 좌동,부산시,해운대구,좌동,부산시 해운대구 좌동 두산1차아파트,두산1차아파트,1394,1394,0,두산1차아파트,59.94,202312,30,"28,000",104,9,-,-,1996,양운로 182,-,중개거래,부산 해운대구,24.02.15,아파트
101742,UNMAPPED,101742,101742,62,부산시 금정구 장전동,부산시,금정구,장전동,부산시 금정구 장전동 금정산쌍용예가,금정산쌍용예가,732,732,0,금정산쌍용예가,84.9024,202312,30,"50,000",105,13,-,-,2012,금강로379번길 50,-,중개거래,부산 금정구,24.02.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,63,부산시 금정구 장전동,부산시,금정구,장전동,부산시 금정구 장전동 엘지금정,엘지금정,482-14,482,14,엘지금정,59.973,202312,30,"20,500",1,4,-,-,1997,금강로 217,-,중개거래,부산 금정구,24.02.08,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,64,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 동원로얄듀크,동원로얄듀크,1150,1150,0,동원로얄듀크,59.9905,202312,30,"27,000",109,13,-,-,2004,금곡대로 228,-,중개거래,부산 북구,24.03.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,65,부산시 사하구 하단동,부산시,사하구,하단동,부산시 사하구 하단동 가락타운1,가락타운1,1161-2,1161,2,가락타운1,84.93,202312,30,"31,700",113,9,-,-,1992,하신번영로 365,-,중개거래,부산 강서구 부산 사하구,24.01.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,66,부산시 사하구 하단동,부산시,사하구,하단동,부산시 사하구 하단동 가락타운3,가락타운3,1175,1175,0,가락타운3,84.93,202312,30,"26,000",-,8,-,-,1994,하신중앙로 265,-,중개거래,부산 사하구 부산 서구,-,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,67,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 롯데낙천대,롯데낙천대,2264,2264,0,롯데낙천대,84.769,202312,30,"50,000",108,18,-,-,2002,화명신도시로 156,-,중개거래,부산 북구,24.02.26,아파트
12940,UNMAPPED,12940,12940,68,부산시 해운대구 우동,부산시,해운대구,우동,부산시 해운대구 우동 반도보라빌,반도보라빌,945,945,0,반도보라빌,84.9073,202312,30,"60,700",102,15,-,-,2006,해운대로 495,-,중개거래,부산 해운대구,24.02.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,69,부산시 사하구 다대동,부산시,사하구,다대동,부산시 사하구 다대동 다대동롯데캐슬몰운대,롯데캐슬몰운대,1624,1624,0,다대동롯데캐슬몰운대,84.9902,202312,30,"24,750",210,14,-,-,2007,다대낙조2길 100,-,중개거래,부산 사하구,24.02.16,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,70,부산시 금정구 부곡동,부산시,금정구,부곡동,부산시 금정구 부곡동 부곡늘푸른아파트,부곡늘푸른아파트,958,958,0,부곡늘푸른아파트,40.23,202312,30,"9,800",119,7,-,-,1991,동현로 67,-,중개거래,부산 금정구,24.02.16,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,71,부산시 사하구 신평동,부산시,사하구,신평동,부산시 사하구 신평동 삼창강변1,삼창강변1,437,437,0,삼창강변1,59.95,202312,30,"14,750",102,7,-,-,1998,비봉로 37,-,중개거래,부산 사하구,24.02.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,72,부산시 해운대구 재송동,부산시,해운대구,재송동,부산시 해운대구 재송동 명유그린,명유그린,152,152,0,명유그린,83.55,202312,30,"18,500",-,8,-,-,1993,재반로64번길 42,-,중개거래,부산 해운대구,24.03.11,아파트
107717,UNMAPPED,107717,107717,73,부산시 강서구 명지동,부산시,강서구,명지동,부산시 강서구 명지동 명지국제신도시호반베르디움1차,명지국제신도시호반베르디움1차,3415,3415,0,명지국제신도시호반베르디움1차,84.965,202312,30,"51,800",103동,19,-,-,2016,명지국제5로 29,-,중개거래,부산 강서구,24.01.19,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,74,부산시 사하구 장림동,부산시,사하구,장림동,부산시 사하구 장림동 경동메르빌아파트,경동메르빌아파트,2,2,0,경동메르빌아파트,59.959,202312,30,"10,350",101,17,-,-,2002,다대로277번길 124,-,중개거래,부산 사하구,24.02.02,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,75,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 구서동롯데캐슬골드1단지(1051),롯데캐슬골드1단지(1051),1051,1051,0,구서동롯데캐슬골드1단지(1051),84.98,202312,30,"54,500",208,24,-,-,2006,금강로 502,-,중개거래,부산 금정구,24.03.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,76,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 구서동쌍용예가2단지,쌍용예가2단지,1059,1059,0,구서동쌍용예가2단지,84.9998,202312,30,"63,000",203,16,-,-,2010,금샘로 262,-,중개거래,부산 금정구,24.02.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,77,부산시 사하구 괴정동,부산시,사하구,괴정동,부산시 사하구 괴정동 괴정 K스타파크,괴정 K스타파크,1278,1278,0,괴정 K스타파크,59.5399,202312,29,"23,500",102,8,-,-,2015,사리로70번길 24,-,중개거래,부산 사하구,24.01.29,아파트
5531,UNMAPPED,5531,5531,78,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 코오롱,코오롱,310,310,0,코오롱,99.83,202312,29,"30,000",106,13,-,-,1997,양달로 80-11,-,중개거래,부산 북구,24.02.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,79,부산시 해운대구 반여동,부산시,해운대구,반여동,부산시 해운대구 반여동 메가센텀한화꿈에그린,메가센텀한화꿈에그린,1662,1662,0,메가센텀한화꿈에그린,129.749,202312,29,"66,900",109,6,-,-,2008,반여로 67,-,중개거래,부산 해운대구,24.02.27,아파트
114130,UNMAPPED,114130,114130,80,부산시 해운대구 반여동,부산시,해운대구,반여동,부산시 해운대구 반여동 해운대센텀트루엘1단지,해운대센텀트루엘1단지,1682,1682,0,해운대센텀트루엘1단지,84.9882,202312,29,"43,000",102동,6,-,-,2019,삼어로133번나길 17,-,중개거래,부산 해운대구,24.02.26,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,81,부산시 강서구 명지동,부산시,강서구,명지동,부산시 강서구 명지동 에일린의 뜰,에일린의 뜰,3361,3361,0,에일린의 뜰,84.9898,202312,29,"54,500",110,18,-,-,2015,명지국제5로 60,-,중개거래,부산 강서구,24.01.30,아파트
10430,UNMAPPED,10430,10430,82,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 수정강변타운,수정강변타운,2322,2322,0,수정강변타운,59.4,202312,29,"28,500",113,5,-,-,2001,학사로17번길 31,-,중개거래,부산 북구,24.02.14,아파트
5527,UNMAPPED,5527,5527,83,부산시 북구 화명동,부산시,북구,화명동,부산시 북구 화명동 우신,우신,1426-1,1426,1,우신,46.7,202312,29,"21,500",9,2,-,-,1987,산성로12번길 27,-,중개거래,부산 북구,24.01.12,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,84,부산시 연제구 거제동,부산시,연제구,거제동,부산시 연제구 거제동 거제동월드메르디앙,월드메르디앙,1468-1,1468,1,거제동월드메르디앙,181.7434,202312,29,"100,000",101,23,-,-,2005,거제천로 233,-,직거래,-,24.02.05,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,85,부산시 강서구 명지동,부산시,강서구,명지동,부산시 강서구 명지동 명지1차 금강펜테리움 센트럴파크,명지1차 금강펜테리움 센트럴파크,3354,3354,0,명지1차 금강펜테리움 센트럴파크,61.2559,202312,29,"30,800",102,2,-,-,2015,명지국제5로 59,-,중개거래,부산 강서구,24.02.14,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,87,부산시 해운대구 우동,부산시,해운대구,우동,부산시 해운대구 우동 해운대 I PARK,해운대 I PARK,1408,1408,0,해운대 I PARK,117.745,202312,29,"120,000",주동1,40,-,-,2011,마린시티2로 38,-,중개거래,부산 해운대구,24.02.20,아파트
7767,UNMAPPED,7767,UNMAPPED,88,부산시 해운대구 우동,부산시,해운대구,우동,부산시 해운대구 우동 선프라자,선프라자,1434,1434,0,선프라자,59.34,202312,29,"35,000",-,18,-,-,1995,마린시티3로 1,-,중개거래,"부산 동래구, 부산 해운대구",24.04.01,아파트
120841,UNMAPPED,120841,UNMAPPED,89,부산시 북구 구포동,부산시,북구,구포동,부산시 북구 구포동 지평웰리브,지평웰리브,399,399,0,지평웰리브,78.11,202312,29,"21,500",-,7,-,-,2017,낙동대로1762번길 60,-,중개거래,부산 북구,24.01.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,90,부산시 해운대구 반송동,부산시,해운대구,반송동,부산시 해운대구 반송동 삼한2,삼한2,872,872,0,삼한2,84.9,202312,29,"20,000",201,19,-,-,1997,신반송로 102,-,중개거래,부산 해운대구,24.02.13,아파트
107121,UNMAPPED,107121,UNMAPPED,91,부산시 금정구 구서동,부산시,금정구,구서동,부산시 금정구 구서동 삼한골든뷰,삼한골든뷰,162-4,162,4,삼한골든뷰,23.9243,202312,29,"7,000",-,21,-,-,2014,중앙대로 1967,-,직거래,-,23.12.29,아파트
109098,UNMAPPED,109098,109098,92,부산시 사하구 구평동,부산시,사하구,구평동,부산시 사하구 구평동 e편한세상사하,e편한세상사하,517,517,0,e편한세상사하,72.9641,202312,29,"28,700",110동,12,-,-,2016,서포로30번길 26,-,중개거래,부산 사하구,24.01.25,아파트
24891,UNMAPPED,24891,24891,93,부산시 해운대구 중동,부산시,해운대구,중동,부산시 해운대구 중동 해운대중동두산위브,해운대중동두산위브,1234-1,1234,1,해운대중동두산위브,84.9668,202312,29,"73,000",103,29,-,-,2008,해운대해변로 349-25,-,중개거래,부산 해운대구,24.03.20,아파트
10115,UNMAPPED,10115,10115,94,부산시 해운대구 재송동,부산시,해운대구,재송동,부산시 해운대구 재송동 더샵센텀파크1차,더샵센텀파크1차,1200,1200,0,더샵센텀파크1차,126.9004,202312,29,"120,000",106,9,-,-,2005,센텀중앙로 145,-,직거래,-,24.01.18,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,96,부산시 수영구 남천동,부산시,수영구,남천동,부산시 수영구 남천동 삼익비치,삼익비치,148-4,148,4,삼익비치,60.83,202312,29,"76,200",208,11,-,-,1980,광안해변로 100,-,중개거래,부산 수영구,24.03.15,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,97,부산시 사상구 주례동,부산시,사상구,주례동,부산시 사상구 주례동 엘지신주례1,엘지신주례1,3-16,3,16,엘지신주례1,134.94,202312,29,"38,000",103,18,-,-,1996,백양대로342번길 16,-,중개거래,부산 사상구,24.01.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,98,부산시 사상구 엄궁동,부산시,사상구,엄궁동,부산시 사상구 엄궁동 롯데캐슬,롯데캐슬,726,726,0,롯데캐슬,126.2789,202312,29,"45,500",207,4,-,-,2010,엄궁북로 62,-,중개거래,부산 사상구,24.02.29,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,99,부산시 사상구 모라동,부산시,사상구,모라동,부산시 사상구 모라동 주공4,주공4,75,75,0,주공4,49.94,202312,29,"13,000",404동,14,-,-,1993,모라로192번길 50,-,중개거래,부산 사상구,23.12.29,아파트
118871,UNMAPPED,118871,118871,100,부산시 기장군 일광읍 삼성리,부산시,기장군,일광읍,부산시 기장군 일광읍 이지더원1차오션포레,이지더원1차오션포레,746,746,0,이지더원1차오션포레,59.6231,202312,29,"32,750",105동,4,-,-,2020,해빛4로 1,-,중개거래,부산 기장군,24.05.31,아파트
13827,UNMAPPED,13827,13827,101,부산시 수영구 망미동,부산시,수영구,망미동,부산시 수영구 망미동 부일,부일,962-6,962,6,부일,64.26,202312,29,"11,500",-,2,-,-,1983,연수로249번길 11,-,중개거래,부산 수영구,24.01.31,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,102,부산시 기장군 정관읍 용수리,부산시,기장군,정관읍,부산시 기장군 정관읍 정관신도시한진해모로,정관신도시한진해모로,1403,1403,0,정관신도시한진해모로,122.9131,202312,29,"42,300",1609,1,-,-,2008,정관로 548,-,중개거래,부산 기장군,24.02.28,아파트
UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,103,부산시 사상구 괘법동,부산시,사상구,괘법동,부산시 사상구 괘법동 한신,한신,516-1,516,1,한신,59.85,202312,29,"19,800",104,13,-,-,1994,낙동대로1210번길 53,-,중개거래,부산 사상구,24.02.19,아파트
9771,UNMAPPED,9771,9771,104,부산시 사상구 학장동,부산시,사상구,학장동,부산시 사상구 학장동 학장대림,학장대림,167-3,167,3,학장대림,84.99,202312,29,"15,000",106,1,-,-,1991,학감대로49번길 62,-,중개거래,부산 사상구,24.02.28,아파트
105448,UNMAPPED,105448,105448,106,부산시 연제구 연산동,부산시,연제구,연산동,부산시 연제구 연산동 더샵파크시티,더샵파크시티,2311,2311,0,더샵파크시티,69.9,202312,29,"53,000",113,14,-,-,2015,안연로 33,-,중개거래,"부산 수영구, 부산 연제구",24.03.07,아파트
113686,UNMAPPED,113686,113686,110,부산시 남구 대연동,부산시,남구,대연동,부산시 남구 대연동 대연자이,대연자이,1912,1912,0,대연자이,59.8922,202312,29,"60,000",102동,21,-,-,2019,유엔로 246,-,중개거래,부산 남구,24.02.28,아파트
5168,UNMAPPED,5168,5168,111,부산시 부산진구 부암동,부산시,부산진구,부암동,부산시 부산진구 부암동 협성피닉스타운,협성피닉스타운,560-14,560,14,협성피닉스타운,84.78,202312,29,"15,700",106,10,-,-,1993,당감로 118,-,중개거래,부산 부산진구,24.02.15,아파트
108429,UNMAPPED,108429,108429,112,부산시 부산진구 당감동,부산시,부산진구,당감동,부산시 부산진구 당감동 서면봄여름가을겨울,서면봄여름가을겨울,99-1,99,1,서면봄여름가을겨울,49.34,202312,29,"22,000",102동,12,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,24.01.22,아파트
