[P7]markerid,[P5]markerid,NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
17258.0,UNMAPPED,424,대구시 수성구 두산동,대구시,수성구,두산동,대구시 수성구 두산동 대우트럼프월드수성,105,105,0,대우트럼프월드수성,125.0,202312,22,"84,500",F,14,-,-,2007,동대구로 59,-,중개거래,대구 수성구,24.04.01,아파트
100354.0,100354.0,425,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인KCC스위첸,95,95,0,상인KCC스위첸,131.2438,202312,22,"71,300",102,22,-,-,2009,월배로39길 26,-,중개거래,대구 달서구,24.01.26,아파트
UNMAPPED,UNMAPPED,428,대구시 달성군 논공읍 북리,대구시,달성군,논공읍,대구시 달성군 논공읍 평광현대3,824-178,824,178,평광현대3,54.69,202312,22,"5,000",301,5,-,-,1990,용호로 6,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,429,대구시 수성구 지산동,대구시,수성구,지산동,대구시 수성구 지산동 영남맨션,1257-1,1257,1,영남맨션,84.9,202312,22,"29,200",101,10,-,-,1991,지산로 31,-,중개거래,대구 수성구,24.01.29,아파트
6747.0,6747.0,430,대구시 수성구 매호동,대구시,수성구,매호동,대구시 수성구 매호동 시지우방하이츠,1033,1033,0,시지우방하이츠,84.99,202312,22,"26,500",102,12,-,-,1999,달구벌대로645길 22,-,직거래,-,23.12.28,아파트
UNMAPPED,UNMAPPED,436,대구시 달서구 파호동,대구시,달서구,파호동,대구시 달서구 파호동 삼성명가타운,89,89,0,삼성명가타운,59.9,202312,22,"20,100",218,9,-,-,2000,호산로 125,-,직거래,-,23.12.28,아파트
178599.0,178599.0,439,대구시 달서구 용산동,대구시,달서구,용산동,대구시 달서구 용산동 성서6주공,414-4,414,4,성서6주공,59.99,202312,21,"15,000",607,12,-,-,1997,성지로 35,-,직거래,-,23.12.21,아파트
UNMAPPED,UNMAPPED,441,대구시 달서구 도원동,대구시,달서구,도원동,대구시 달서구 도원동 산새마을,1457,1457,0,산새마을,59.76,202312,21,"12,000",705,15,-,-,1996,도원남로 40,-,직거래,-,23.12.26,아파트
103561.0,103561.0,442,대구시 달성군 다사읍 죽곡리,대구시,달성군,다사읍,대구시 달성군 다사읍 대실역리슈빌3단지,818,818,0,대실역리슈빌3단지,84.9934,202312,21,"38,500",303,18,-,-,2012,대실역남로 33,-,중개거래,대구 달성군,24.03.04,아파트
124180.0,124180.0,445,대구시 달성군 다사읍 서재리,대구시,달성군,다사읍,대구시 달성군 다사읍 메가시티태왕아너스,1134,1134,0,메가시티태왕아너스,84.6997,202312,21,"38,850",-,31,-,-,2022,궁산2길 12,-,중개거래,대구 달서구 대구 달성군,-,아파트
UNMAPPED,UNMAPPED,450,대구시 달성군 다사읍 세천리,대구시,달성군,다사읍,대구시 달성군 다사읍 세천삼정그린코아더베스트아파트1단지,1566-3,1566,3,세천삼정그린코아더베스트아파트1단지,59.8042,202312,21,"21,500",104동,9,-,-,2017,세천북로 10,-,중개거래,대구 달성군,24.03.04,아파트
117030.0,UNMAPPED,452,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 죽전역인터불고라비다,280-2,280,2,죽전역인터불고라비다,68.9155,202312,21,"30,500",101동(아파트),6,-,-,2020,와룡로 148,-,중개거래,대구 달서구,24.02.20,아파트
102123.0,102123.0,458,대구시 달서구 대곡동,대구시,달서구,대곡동,대구시 달서구 대곡동 대곡역화성파크드림위드,1034,1034,0,대곡역화성파크드림위드,59.8213,202312,21,"29,800",101,7,-,-,2012,비슬로 2734,-,직거래,-,23.12.21,아파트
125099.0,125099.0,459,대구시 달성군 구지면 창리,대구시,달성군,구지면,대구시 달성군 구지면 모아미래도에듀퍼스트,1447,1447,0,모아미래도에듀퍼스트,77.7752,202312,21,"21,500",301동,24,-,-,2021,국가산단대로70길 42,-,중개거래,대구 달성군,24.01.24,아파트
UNMAPPED,UNMAPPED,460,대구시 북구 매천동,대구시,북구,매천동,대구시 북구 매천동 삼우그린,595-2,595,2,삼우그린,59.96,202312,21,"13,300",-,4,-,-,1996,매천로8길 35,-,중개거래,대구 북구,24.01.19,아파트
122165.0,122165.0,461,대구시 북구 연경동,대구시,북구,연경동,대구시 북구 연경동 연경대광로제비앙더퍼스트,994,994,0,연경대광로제비앙더퍼스트,84.9809,202312,21,"37,500",101동,9,-,-,2020,동화천로 220,-,중개거래,대구 북구,24.02.29,아파트
22538.0,22538.0,464,대구시 북구 학정동,대구시,북구,학정동,대구시 북구 학정동 학정청아람,925,925,0,학정청아람,84.66,202312,21,"27,150",104,25,-,-,2007,학정로110길 29,-,중개거래,대구 북구,24.02.19,아파트
14296.0,UNMAPPED,465,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 현대하이페리온1단지,148-4,148,4,현대하이페리온1단지,124.99,202312,21,"59,500",103,23,-,-,2007,국채보상로 861,-,중개거래,대구 수성구,24.01.30,아파트
25800.0,25800.0,466,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 수성태왕아너스,1266,1266,0,수성태왕아너스,84.6238,202312,21,"36,000",101,11,-,-,2007,들안로77길 30,-,중개거래,대구 수성구,24.02.23,아파트
22888.0,22888.0,467,대구시 중구 대봉동,대구시,중구,대봉동,대구시 중구 대봉동 대봉화성파크드림,152-24,152,24,대봉화성파크드림,84.0484,202312,21,"30,500",102,6,-,-,2006,명덕로55길 25,-,중개거래,대구 수성구,24.01.10,아파트
UNMAPPED,UNMAPPED,468,대구시 동구 신서동,대구시,동구,신서동,대구시 동구 신서동 아름다운나날2,540,540,0,아름다운나날2,84.6688,202312,21,"23,200",203,11,-,-,2003,동호로 88,-,중개거래,대구 동구,24.01.17,아파트
UNMAPPED,UNMAPPED,470,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 메트로팔레스3,1429,1429,0,메트로팔레스3,84.93,202312,21,"48,000",307,13,-,-,2003,동원로 110,-,중개거래,대구 수성구,24.01.29,아파트
UNMAPPED,UNMAPPED,473,대구시 동구 신서동,대구시,동구,신서동,대구시 동구 신서동 아름다운나날3,561,561,0,아름다운나날3,84.6139,202312,21,"23,900",310,13,-,-,2003,동호로 132,-,중개거래,대구 남구 대구 동구,24.01.17,아파트
17624.0,17624.0,474,대구시 남구 이천동,대구시,남구,이천동,대구시 남구 이천동 희망교대성유니드,361-16,361,16,희망교대성유니드,84.9613,202312,21,"26,000",106,17,-,-,2006,희망로5길 12,-,중개거래,대구 남구,24.01.26,아파트
UNMAPPED,UNMAPPED,477,대구시 동구 봉무동,대구시,동구,봉무동,대구시 동구 봉무동 대구이시아폴리스더샵4차,1529,1529,0,대구이시아폴리스더샵4차,84.79,202312,21,"34,000",408,5,-,-,2014,팔공로53길 40,-,중개거래,"대구 달서구, 대구 동구",24.02.28,아파트
18569.0,18569.0,480,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 에스디아이프라임,251-1,251,1,에스디아이프라임,84.9743,202312,21,"23,000",101동,9,-,-,2006,아양로24길 13,-,중개거래,대구 동구,23.12.27,아파트
103643.0,103643.0,481,대구시 중구 남산동,대구시,중구,남산동,대구시 중구 남산동 극동스타클래스남산,3000,3000,0,극동스타클래스남산,84.985,202312,21,"46,000",101,18,-,-,2014,남산로 30,-,중개거래,대구 중구,24.02.15,아파트
111520.0,UNMAPPED,484,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 매천역더뉴클래스,1212,1212,0,매천역더뉴클래스,49.4627,202312,20,"17,000",102,9,-,-,2017,학정로 17-26,-,직거래,-,23.12.20,아파트
9202.0,9202.0,485,대구시 수성구 수성동1가,대구시,수성구,수성동1가,대구시 수성구 수성동1가 수성대백인터빌,259-40,259,40,수성대백인터빌,59.9388,202312,20,"25,400",101,3,-,-,2003,수성로69길 14,-,중개거래,대구 수성구,24.01.08,아파트
125447.0,125447.0,487,대구시 북구 읍내동,대구시,북구,읍내동,대구시 북구 읍내동 강북태왕아너스더퍼스트,1452,1452,0,강북태왕아너스더퍼스트,84.9507,202312,20,"40,000",-,16,-,-,2021,칠곡중앙대로110길 10,20231222,중개거래,대구 북구,-,아파트
UNMAPPED,UNMAPPED,490,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 신천역까사밀라101동,538-3,538,3,신천역까사밀라101동,20.85,202312,20,"8,200",101,9,-,-,2015,동부로 29,-,직거래,-,23.12.20,아파트
UNMAPPED,UNMAPPED,491,대구시 수성구 수성동4가,대구시,수성구,수성동4가,대구시 수성구 수성동4가 쌍용화성,1090-5,1090,5,쌍용화성,60.0,202312,20,"26,500",104,12,-,-,1996,수성로 411,-,중개거래,대구 수성구,24.02.14,아파트
UNMAPPED,UNMAPPED,492,대구시 북구 읍내동,대구시,북구,읍내동,대구시 북구 읍내동 칠곡3차보성,430,430,0,칠곡3차보성,59.98,202312,20,"15,300",103,13,-,-,1997,칠곡중앙대로126길 7-12,-,중개거래,대구 북구,24.01.19,아파트
UNMAPPED,UNMAPPED,495,대구시 서구 평리동,대구시,서구,평리동,대구시 서구 평리동 서대구KTX영무예다음,632-9,632,9,서대구KTX영무예다음,84.4481,202312,20,"38,400",310,17,-,-,2023,당산로 446,-,중개거래,대구 서구,24.04.30,아파트
UNMAPPED,UNMAPPED,497,대구시 남구 이천동,대구시,남구,이천동,대구시 남구 이천동 대구이천주공1,121-70,121,70,대구이천주공1,84.98,202312,20,"28,000",102,14,-,-,1999,명덕로68길 77,-,중개거래,대구 수성구,24.01.12,아파트
110660.0,UNMAPPED,500,대구시 달서구 본동,대구시,달서구,본동,대구시 달서구 본동 트윈빌라트,901-3,901,3,트윈빌라트,78.99,202312,20,"14,700",-,4,-,-,2000,구마로14남길 15,-,중개거래,대구 달서구,24.01.22,아파트
UNMAPPED,UNMAPPED,504,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 서한맨션,89,89,0,서한맨션,84.81,202312,20,"21,000",102,2,-,-,1992,학산로 15,-,중개거래,대구 달서구,24.02.20,아파트
UNMAPPED,UNMAPPED,506,대구시 달성군 논공읍 남리,대구시,달성군,논공읍,"대구시 달성군 논공읍 경일(4,5,6,7,8)",224-116,224,116,"경일(4,5,6,7,8)",53.13,202312,20,"5,000",5,3,-,-,1988,논공로9길 39,-,직거래,-,24.01.10,아파트
UNMAPPED,UNMAPPED,509,대구시 수성구 지산동,대구시,수성구,지산동,대구시 수성구 지산동 지산타운,1288,1288,0,지산타운,39.68,202312,20,"16,000",301,13,-,-,1991,용학로 303,-,중개거래,대구 수성구,24.01.26,아파트
UNMAPPED,UNMAPPED,510,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인e-편한세상2단지,87,87,0,상인e-편한세상2단지,134.423,202312,20,"56,000",206,1,-,-,2008,월서로3길 15,-,직거래,-,23.12.26,아파트
UNMAPPED,UNMAPPED,511,대구시 달서구 용산동,대구시,달서구,용산동,대구시 달서구 용산동 용산영남,914,914,0,용산영남,84.87,202312,20,"21,500",101,12,-,-,1998,용산로 266,-,중개거래,대구 달서구,24.03.28,아파트
UNMAPPED,UNMAPPED,512,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 감삼동로드림,202-1,202,1,감삼동로드림,84.72,202312,20,"25,800",-,2,-,-,2003,당산로21길 43,-,중개거래,대구 서구,24.04.04,아파트
UNMAPPED,UNMAPPED,513,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 달맞이맨션,782,782,0,달맞이맨션,75.26,202312,20,"18,000",-,11,-,-,1992,월배로 30,-,중개거래,"대구 달서구, 대구 달성군",24.03.28,아파트
137249.0,UNMAPPED,514,대구시 달성군 유가읍 봉리,대구시,달성군,유가읍,대구시 달성군 유가읍 예미지더센트럴,660,660,0,예미지더센트럴,107.8488,202312,20,"43,170",108동,26,-,-,2023,테크노북로 260,-,중개거래,대구 달성군,24.02.28,아파트
26734.0,UNMAPPED,516,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 진천역대성스카이렉스,508,508,0,진천역대성스카이렉스,84.9302,202312,20,"37,800",102,19,-,-,2008,월배로 80,-,중개거래,대구 달서구,24.02.01,아파트
7211.0,7211.0,517,대구시 수성구 신매동,대구시,수성구,신매동,대구시 수성구 신매동 시지대백신화창신맨션,569,569,0,시지대백신화창신맨션,59.88,202312,20,"20,200",205,9,-,-,1994,고산로 90,-,중개거래,대구 수성구,24.03.20,아파트
101238.0,101238.0,521,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 진천역계룡리슈빌,602,602,0,진천역계룡리슈빌,84.859,202312,19,"42,800",110,12,-,-,2011,진천로 77,-,중개거래,대구 달서구,24.01.31,아파트
4645.0,4645.0,523,대구시 달서구 이곡동,대구시,달서구,이곡동,대구시 달서구 이곡동 성서우방타운,1192,1192,0,성서우방타운,85.0,202312,19,"22,000",106,2,-,-,1994,계대동문로 123,-,직거래,-,23.12.20,아파트
107669.0,107669.0,529,대구시 달성군 다사읍 서재리,대구시,달성군,다사읍,대구시 달성군 다사읍 에코폴리스동화아이위시2차,1125,1125,0,에코폴리스동화아이위시2차,63.8913,202312,19,"21,550",206동,8,-,-,2016,서재로7길 23,-,직거래,-,23.12.27,아파트
UNMAPPED,UNMAPPED,530,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성주공1(고층),84,84,0,월성주공1(고층),59.39,202312,19,"17,000",104,10,-,-,1991,월곡로94길 30,-,중개거래,대구 달서구,24.01.05,아파트
4482.0,4482.0,531,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성우방타운,500-9,500,9,월성우방타운,65.64,202312,19,"17,300",103,7,-,-,1991,학산로2길 11,-,중개거래,대구 달서구,24.01.30,아파트
UNMAPPED,UNMAPPED,532,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성보성1,364,364,0,월성보성1,58.11,202312,19,"15,800",105,14,-,-,1991,학산로 30,-,중개거래,대구 달서구,24.02.27,아파트
128377.0,128377.0,533,대구시 달서구 두류동,대구시,달서구,두류동,대구시 달서구 두류동 두류파크KCC스위첸,2348,2348,0,두류파크KCC스위첸,59.96,202312,19,"24,000",103,20,-,-,2022,파도고개로 70,-,직거래,-,23.12.21,아파트
140308.0,140308.0,535,대구시 수성구 범물동,대구시,수성구,범물동,대구시 수성구 범물동 더트루엘수성,1403,1403,0,더트루엘수성,84.8334,202312,19,"63,762",101동,12,-,-,2022,지범로52길 5-6,-,직거래,-,24.01.02,아파트
UNMAPPED,UNMAPPED,537,대구시 달서구 도원동,대구시,달서구,도원동,대구시 달서구 도원동 별메마을,1442,1442,0,별메마을,37.67,202312,19,"9,250",614,3,-,-,1996,도원로 46,-,중개거래,대구 달서구,24.03.04,아파트
11441.0,11441.0,546,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 신천보성,487,487,0,신천보성,57.5525,202312,19,"18,000",2,2,-,-,1982,효신로 17,-,중개거래,대구 동구,24.02.26,아파트
122046.0,122046.0,547,대구시 북구 연경동,대구시,북구,연경동,대구시 북구 연경동 연경우방아이유쉘더포레스트,931,931,0,연경우방아이유쉘더포레스트,84.9667,202312,19,"33,000",101동,11,-,-,2020,연경중앙로11길 33,-,중개거래,"대구 달서구, 대구 북구",24.02.27,아파트
UNMAPPED,UNMAPPED,548,대구시 북구 동천동,대구시,북구,동천동,대구시 북구 동천동 칠곡3화성타운,915,915,0,칠곡3화성타운,75.28,202312,19,"24,000",108,13,-,-,1999,대천로 101,-,중개거래,대구 북구,24.03.25,아파트
UNMAPPED,UNMAPPED,549,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 만촌우방타운1단지,816,816,0,만촌우방타운1단지,84.92,202312,19,"69,000",108,16,-,-,1997,교학로11길 46,-,직거래,-,24.02.13,아파트
4022.0,4022.0,551,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 보성청록타운,2680-17,2680,17,보성청록타운,120.84,202312,19,"25,000",103,1,-,-,1998,큰골길 200,-,중개거래,대구 남구,24.05.17,아파트
5205.0,5205.0,552,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 그린빌2차,772,772,0,그린빌2차,84.34,202312,19,"26,000",205,14,-,-,2001,구암서로 70,-,중개거래,대구 북구,24.02.20,아파트
25758.0,25758.0,553,대구시 북구 매천동,대구시,북구,매천동,대구시 북구 매천동 매천센트럴파크,741,741,0,매천센트럴파크,84.67,202312,19,"28,000",210,9,-,-,2008,매전로4길 9,-,중개거래,대구 북구,24.01.04,아파트
5656.0,5656.0,555,대구시 북구 산격동,대구시,북구,산격동,대구시 북구 산격동 산격대우,500-1,500,1,산격대우,59.87,202312,19,"21,000",110,6,-,-,1999,동북로 163,-,중개거래,대구 북구,23.12.26,아파트
UNMAPPED,UNMAPPED,556,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 호창프레시앙(102동),1298-161,1298,161,호창프레시앙(102동),79.2221,202312,19,"23,000",주건축물제1동,5,-,-,2017,신암로12길 15,-,중개거래,대구 동구,24.01.15,아파트
UNMAPPED,UNMAPPED,557,대구시 동구 각산동,대구시,동구,각산동,대구시 동구 각산동 대구혁신엘에이치4단지,1054,1054,0,대구혁신엘에이치4단지,59.75,202312,19,"18,700",402,6,-,-,2017,경안로 956,-,중개거래,대구 동구,24.01.31,아파트
UNMAPPED,UNMAPPED,560,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 부영7차,789-2,789,2,부영7차,81.1718,202312,19,"23,500",707,4,-,-,2003,구암로49길 10,-,중개거래,대구 북구,24.01.29,아파트
UNMAPPED,UNMAPPED,561,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 금빛타운,655,655,0,금빛타운,84.99,202312,19,"19,500",102,2,-,-,1995,팔거천동로 70,-,중개거래,대구 북구,24.01.25,아파트
103340.0,103340.0,562,대구시 동구 율하동,대구시,동구,율하동,대구시 동구 율하동 율하리버파크,1412,1412,0,율하리버파크,84.64,202312,19,"33,800",112,10,-,-,2009,율하동로 19,-,중개거래,대구 동구,24.02.19,아파트
UNMAPPED,UNMAPPED,565,대구시 동구 율하동,대구시,동구,율하동,대구시 동구 율하동 대구율하2세계육상선수촌1단지,1402,1402,0,대구율하2세계육상선수촌1단지,101.93,202312,19,"43,000",-,5,-,-,2011,율하서로 85,20240207,중개거래,대구 동구,-,아파트
22956.0,UNMAPPED,570,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 동대구삼환나우빌,45-3,45,3,동대구삼환나우빌,60.058,202312,19,"17,900",101,9,-,-,2007,동부로 81,-,중개거래,대구 동구,24.01.19,아파트
UNMAPPED,UNMAPPED,573,대구시 서구 평리동,대구시,서구,평리동,대구시 서구 평리동 평리광명아파트,619-1,619,1,평리광명아파트,49.09,202312,18,"13,000",7,5,-,-,1980,문화로37길 6,-,중개거래,대구 서구,24.01.26,아파트
119870.0,UNMAPPED,575,대구시 중구 남산동,대구시,중구,남산동,대구시 중구 남산동 e편한세상남산,3016,3016,0,e편한세상남산,84.8603,202312,18,"60,000",103,24,-,-,2020,달구벌대로 2020,-,중개거래,대구 중구,24.02.28,아파트
UNMAPPED,UNMAPPED,577,대구시 북구 서변동,대구시,북구,서변동,대구시 북구 서변동 화성리버파크2,1793,1793,0,화성리버파크2,59.9654,202312,18,"16,800",206,8,-,-,2003,서변로 50,-,중개거래,대구 북구,24.03.29,아파트
4918.0,4918.0,579,대구시 동구 신서동,대구시,동구,신서동,대구시 동구 신서동 신서청구타운,881,881,0,신서청구타운,84.965,202312,18,"19,250",103,14,-,-,1997,반야월북로55길 19,-,중개거래,대구 동구,24.02.26,아파트
109343.0,UNMAPPED,580,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 태전역더뉴클래스,206-10,206,10,태전역더뉴클래스,49.3211,202312,18,"15,850",102,3,-,-,2016,태전로 1,-,중개거래,대구 북구,24.01.26,아파트
108485.0,UNMAPPED,581,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 범어라온프라이빗,2248,2248,0,범어라온프라이빗,84.9704,202312,18,"87,450",-,15,-,-,2016,동대구로55길 11,20240125,중개거래,대구 수성구,-,아파트
UNMAPPED,UNMAPPED,585,대구시 북구 관음동,대구시,북구,관음동,대구시 북구 관음동 칠곡한양2,1370,1370,0,칠곡한양2,59.82,202312,18,"14,900",213,7,-,-,1993,구암로 17,-,중개거래,대구 북구,23.12.19,아파트
UNMAPPED,UNMAPPED,586,대구시 북구 칠성동2가,대구시,북구,칠성동2가,대구시 북구 칠성동2가 대구역 서희스타힐스,715,715,0,대구역 서희스타힐스,84.49,202312,18,"38,000",104,16,-,-,2012,칠성남로 101,-,중개거래,대구 북구,24.05.29,아파트
103882.0,103882.0,587,대구시 서구 비산동,대구시,서구,비산동,대구시 서구 비산동 비산아뜨리움,378-42,378,42,비산아뜨리움,59.89,202312,18,"18,500",-,5,-,-,2004,국채보상로67안길 23,-,중개거래,대구 서구,24.01.05,아파트
109385.0,109385.0,594,대구시 동구 불로동,대구시,동구,불로동,대구시 동구 불로동 불로서한이다음,962,962,0,불로서한이다음,84.01,202312,18,"29,700",105,7,-,-,2016,공항로 148,-,중개거래,대구 동구,24.02.05,아파트
104007.0,104007.0,596,대구시 동구 율하동,대구시,동구,율하동,대구시 동구 율하동 율하센트럴파크9단지,1448,1448,0,율하센트럴파크9단지,84.64,202312,18,"30,000",904,5,-,-,2009,안심로22길 76,-,중개거래,대구 동구,24.01.16,아파트
UNMAPPED,UNMAPPED,597,대구시 서구 중리동,대구시,서구,중리동,대구시 서구 중리동 다산아파트,115-5,115,5,다산아파트,59.88,202312,18,"14,300",-,15,-,-,1997,평리로 255,-,중개거래,대구 서구,24.01.18,아파트
UNMAPPED,UNMAPPED,598,대구시 동구 율암동,대구시,동구,율암동,대구시 동구 율암동 대구 파라곤 프레스티지,1297,1297,0,대구 파라곤 프레스티지,84.8406,202312,18,"50,289",110,15,-,-,2023,안심뉴타운7로 13,-,직거래,-,24.02.29,아파트
4074.0,4074.0,599,대구시 남구 이천동,대구시,남구,이천동,대구시 남구 이천동 강변타운,214-456,214,456,강변타운,59.85,202312,18,"19,000",101,6,-,-,1994,명덕로68길 19,-,중개거래,대구 남구,24.01.02,아파트
UNMAPPED,UNMAPPED,600,대구시 달성군 논공읍 북리,대구시,달성군,논공읍,대구시 달성군 논공읍 논공성원아파트,803-4,803,4,논공성원아파트,59.34,202312,18,"6,000",4,16,-,-,1996,논공로23길 14,-,중개거래,대구 달성군,24.01.22,아파트
6761.0,6761.0,602,대구시 수성구 매호동,대구시,수성구,매호동,대구시 수성구 매호동 하나타운,1331,1331,0,하나타운,49.92,202312,18,"18,500",106,9,-,-,1995,고산로 123,-,중개거래,대구 수성구,24.01.12,아파트
107497.0,107497.0,604,대구시 달성군 유가읍 봉리,대구시,달성군,유가읍,대구시 달성군 유가읍 우미린더포레스트,621,621,0,우미린더포레스트,84.9803,202312,18,"26,700",108동,4,-,-,2015,테크노북로9길 16,-,중개거래,대구 달성군,24.05.03,아파트
UNMAPPED,UNMAPPED,607,대구시 수성구 범물동,대구시,수성구,범물동,"대구시 수성구 범물동 범물에덴,신화아파트",1332,1332,0,"범물에덴,신화아파트",83.46,202312,18,"26,000",201,15,-,-,1992,지범로40길 6,-,중개거래,대구 동구,23.12.21,아파트
10109.0,10109.0,616,대구시 수성구 상동,대구시,수성구,상동,대구시 수성구 상동 정화우방팔레스,72,72,0,정화우방팔레스,134.95,202312,18,"59,000",101,5,-,-,2003,수성로 135,-,중개거래,대구 수성구,24.02.06,아파트
110725.0,110725.0,619,대구시 달서구 대곡동,대구시,달서구,대곡동,대구시 달서구 대곡동 수목원서한이다음,1126,1126,0,수목원서한이다음,101.87,202312,18,"42,000",105동,10,-,-,2018,한실로6길 123,-,중개거래,대구 달서구,24.02.29,아파트
UNMAPPED,UNMAPPED,621,대구시 달서구 대곡동,대구시,달서구,대곡동,대구시 달서구 대곡동 월배동화타운,66,66,0,월배동화타운,84.94,202312,18,"18,000",102,1,-,-,1995,상화로 24,-,중개거래,대구 달서구,23.12.21,아파트
UNMAPPED,UNMAPPED,629,대구시 달성군 구지면 화산리,대구시,달성군,구지면,대구시 달성군 구지면 대구국가산단반도유보라아이비파크3,1105,1105,0,대구국가산단반도유보라아이비파크3,74.9638,202312,18,"19,300",306동,13,-,-,2020,국가산단북로34길 10,-,직거래,-,24.01.18,아파트
119417.0,119417.0,630,대구시 달성군 옥포읍 교항리,대구시,달성군,옥포읍,대구시 달성군 옥포읍 옥포지구서한이다음,2984,2984,0,옥포지구서한이다음,59.99,202312,17,"19,500",504동,11,-,-,2020,돌미로6길 5,-,중개거래,대구 달성군,24.01.02,아파트
5160.0,5160.0,634,대구시 동구 효목동,대구시,동구,효목동,대구시 동구 효목동 진로이스트타운,55,55,0,진로이스트타운,134.91,202312,17,"35,000",102,4,-,-,1998,아양로 218,-,중개거래,대구 동구,24.05.21,아파트
125931.0,UNMAPPED,636,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 동대구역더샵센터시티,1514,1514,0,동대구역더샵센터시티,84.9379,202312,17,"47,000",103동,3,-,-,2022,동부로19길 18,-,중개거래,대구 동구,24.01.22,아파트
126159.0,126159.0,639,대구시 북구 국우동,대구시,북구,국우동,대구시 북구 국우동 힐스테이트데시앙도남3단지,1234,1234,0,힐스테이트데시앙도남3단지,84.9628,202312,17,"41,950",306동,11,-,-,2021,도남중앙로7길 7,-,중개거래,대구 북구,24.02.26,아파트
UNMAPPED,UNMAPPED,640,대구시 북구 복현동,대구시,북구,복현동,대구시 북구 복현동 복현서한2,160-7,160,7,복현서한2,84.86,202312,17,"23,500",105,9,-,-,1998,공항로15길 8,-,중개거래,대구 북구,24.02.19,아파트
109581.0,UNMAPPED,641,대구시 북구 칠성동2가,대구시,북구,칠성동2가,대구시 북구 칠성동2가 대구역유림노르웨이숲,736,736,0,대구역유림노르웨이숲,84.9167,202312,17,"38,000",101동,5,-,-,2017,칠성남로26길 11,-,직거래,-,23.12.20,아파트
UNMAPPED,UNMAPPED,642,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 대명(3007-34),3007-34,3007,34,대명(3007-34),84.98,202312,17,"19,600",102,3,-,-,1991,대경길 222,-,중개거래,경북 경산시,24.01.25,아파트
127729.0,127729.0,644,대구시 중구 대봉동,대구시,중구,대봉동,대구시 중구 대봉동 더샵리비테르1차,770,770,0,더샵리비테르1차,74.2249,202312,17,"50,000",103,9,-,-,2022,대봉로43길 21,-,중개거래,"대구 수성구, 대구 중구",24.03.28,아파트
23590.0,23590.0,651,대구시 달서구 본리동,대구시,달서구,본리동,대구시 달서구 본리동 본리롯데캐슬2차,196-1,196,1,본리롯데캐슬2차,84.986,202312,17,"34,700",202,8,-,-,2009,대명천로 119,-,중개거래,대구 달서구,24.02.28,아파트
UNMAPPED,UNMAPPED,654,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인화성파크드림2단지,1596,1596,0,상인화성파크드림2단지,119.22,202312,17,"62,000",2104,17,-,-,2010,송현로7길 9,-,중개거래,대구 달서구,24.02.19,아파트
22915.0,22915.0,655,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인자이,133,133,0,상인자이,84.725,202312,17,"44,200",107,15,-,-,2007,상원로 142,-,중개거래,대구 달서구,24.02.15,아파트
