NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,광주시 북구 운암동,광주시,북구,운암동,광주시 북구 운암동 운암2차남양휴튼,1781,1781,0,운암2차남양휴튼,84.8088,202312,31,"41,300",201동,9,-,-,2019,북문대로 88,-,중개거래,광주 남구,24.04.26,아파트
2,광주시 북구 신용동,광주시,북구,신용동,광주시 북구 신용동 첨단자이2차,863,863,0,첨단자이2차,84.9442,202312,31,"42,000",202,8,-,-,2012,임방울대로 1020,-,중개거래,광주 북구,24.02.05,아파트
3,광주시 서구 내방동,광주시,서구,내방동,광주시 서구 내방동 솔뫼타운,475-1,475,1,솔뫼타운,46.365,202312,31,"11,300",102,4,-,-,1999,내방로278번길 7,-,중개거래,광주 서구,24.02.15,아파트
4,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 금호시영5단지,742-2,742,2,금호시영5단지,59.82,202312,31,"14,900",507,11,-,-,1994,운천로32번길 7,-,중개거래,광주 서구,24.02.14,아파트
5,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 마이다스빌,948-4,948,4,마이다스빌,50.51,202312,31,"8,000",101,9,-,-,1999,평동로1119번길 25,-,중개거래,광주 서구,24.02.21,아파트
6,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 서라2,612,612,0,서라2,59.985,202312,31,"10,100",202,15,-,-,1995,어등대로665번길 26,-,중개거래,광주 서구,24.01.22,아파트
7,광주시 남구 지석동,광주시,남구,지석동,광주시 남구 지석동 일진스위트포레,444,444,0,일진스위트포레,84.8792,202312,31,"30,000",107동,9,-,-,2020,고싸움로164번길 22,-,중개거래,"광주 광산구, 광주 서구",24.05.22,아파트
8,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 신창7차부영사랑으로,1030,1030,0,신창7차부영사랑으로,84.9931,202312,31,"30,000",1310동,8,-,-,2006,신창로35번길 54,-,중개거래,광주 광산구,24.01.26,아파트
9,광주시 광산구 월곡동,광주시,광산구,월곡동,광주시 광산구 월곡동 운남주공10단지,685-1,685,1,운남주공10단지,59.77,202312,31,"20,700",1010,14,-,-,2003,사암로340번길 30,-,중개거래,광주 광산구,24.01.30,아파트
10,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 신창6차호반베르디움,1048,1048,0,신창6차호반베르디움,70.9346,202312,30,"27,700",604,4,-,-,2005,신창로35번길 80,-,중개거래,광주 광산구,24.03.15,아파트
11,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 운남주공8단지,781-1,781,1,운남주공8단지,49.55,202312,30,"16,000",804,8,-,-,2000,목련로153번길 143,-,중개거래,광주 광산구,24.02.02,아파트
12,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 신창2차부영,1270,1270,0,신창2차부영,84.7886,202312,30,"25,300",209,17,-,-,2005,신창로71번길 33,-,중개거래,광주 광산구,24.03.11,아파트
13,광주시 광산구 장덕동,광주시,광산구,장덕동,광주시 광산구 장덕동 새한포유,1689,1689,0,새한포유,84.9401,202312,30,"47,200",106,7,-,-,2008,풍영로170번길 39-9,-,중개거래,광주 광산구,24.02.20,아파트
14,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 운남주공7단지,794-3,794,3,운남주공7단지,49.83,202312,30,"15,800",702,10,-,-,2001,목련로153번길 56,-,중개거래,광주 광산구,24.01.15,아파트
15,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 청솔,849-2,849,2,청솔,48.45,202312,30,"8,950",103,6,-,-,2000,일곡로 80,-,중개거래,광주 북구,24.02.29,아파트
16,광주시 북구 각화동,광주시,북구,각화동,광주시 북구 각화동 더샵광주포레스트,724,724,0,더샵광주포레스트,101.9824,202312,30,"65,300",102동,22,-,-,2023,동문대로249번길 12,-,중개거래,광주 북구,24.03.25,아파트
17,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 일곡엘리체프라임,835,835,0,일곡엘리체프라임,74.1967,202312,30,"36,300",108동,6,-,-,2016,설죽로 419,-,중개거래,광주 북구,24.01.23,아파트
18,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 삼익,755-17,755,17,삼익,84.81,202312,30,"17,300",102,4,-,-,1990,설죽로370번길 15,-,중개거래,광주 북구,24.03.11,아파트
19,광주시 북구 중흥동,광주시,북구,중흥동,광주시 북구 중흥동 모아1,323-1,323,1,모아1,133.35,202312,30,"26,000",-,1,-,-,1991,서암대로 199,20240226,중개거래,광주 북구,-,아파트
20,광주시 북구 일곡동,광주시,북구,일곡동,광주시 북구 일곡동 벽산,817-2,817,2,벽산,84.99,202312,30,"28,350",102,21,-,-,1997,우치로537번길 5,-,중개거래,광주 북구,24.01.26,아파트
21,광주시 북구 신용동,광주시,북구,신용동,광주시 북구 신용동 광주첨단2지구사랑으로부영,737,737,0,광주첨단2지구사랑으로부영,60.4624,202312,30,"22,100",105,7,-,-,2013,첨단연신로 166,-,직거래,-,24.01.15,아파트
22,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 봉선로남해오네뜨,1312,1312,0,봉선로남해오네뜨,84.8298,202312,30,"58,000",104동,15,-,-,2018,봉선로 42,-,중개거래,광주 남구 광주 북구,24.01.24,아파트
23,광주시 남구 주월동,광주시,남구,주월동,광주시 남구 주월동 주월동이지더원1단지,1301,1301,0,주월동이지더원1단지,84.9728,202312,30,"43,000",102,6,-,-,2012,봉선로84번길 16,-,중개거래,광주 남구,24.02.20,아파트
24,광주시 북구 유동,광주시,북구,유동,광주시 북구 유동 금남로대광로제비앙,141,141,0,금남로대광로제비앙,84.7468,202312,30,"42,500",102동,14,-,-,2022,서림로 153,-,중개거래,전남 나주시,24.04.26,아파트
25,광주시 서구 동천동,광주시,서구,동천동,광주시 서구 동천동 동천센트럴파크,506,506,0,동천센트럴파크,84.99,202312,30,"32,500",202,3,-,-,2007,동천로 11,-,중개거래,광주 서구,24.03.04,아파트
26,광주시 북구 본촌동,광주시,북구,본촌동,광주시 북구 본촌동 힐스테이트본촌,3102,3102,0,힐스테이트본촌,84.9976,202312,30,"49,800",104동,4,-,-,2019,본촌마을길 157-22,-,중개거래,광주 북구,24.01.30,아파트
27,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 호반,288-15,288,15,호반,37.83,202312,30,"7,700",102,7,-,-,1997,연양로28번길 27,-,중개거래,광주 북구,24.02.20,아파트
28,광주시 북구 우산동,광주시,북구,우산동,광주시 북구 우산동 무등산자이앤어울림1단지,835,835,0,무등산자이앤어울림1단지,84.9596,202312,30,"72,000",103,20,-,-,2022,서양로 155,-,중개거래,광주 북구,25.02.27,아파트
29,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 우미린1차,1488,1488,0,우미린1차,84.1244,202312,30,"56,200",104,9,-,-,2008,수완로33번길 22,-,중개거래,광주 광산구,24.01.31,아파트
30,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 우미린2차,908,908,0,우미린2차,84.9547,202312,30,"50,000",206,16,-,-,2008,왕버들로132번길 22,-,중개거래,광주 광산구,24.01.18,아파트
31,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 주공3,969-1,969,1,주공3,49.77,202312,30,"11,700",306,6,-,-,1994,삼정로 50,-,중개거래,광주 북구,24.01.05,아파트
32,광주시 서구 치평동,광주시,서구,치평동,광주시 서구 치평동 해광한신,1168,1168,0,해광한신,59.935,202312,30,"16,650",103,1,-,-,1998,상무공원로 114,-,중개거래,광주 서구,24.02.28,아파트
33,광주시 남구 양림동,광주시,남구,양림동,광주시 남구 양림동 휴먼시아1단지,505,505,0,휴먼시아1단지,75.77,202312,30,"30,000",101,13,-,-,2008,제중로 11,-,중개거래,광주 남구,24.02.02,아파트
34,광주시 광산구 비아동,광주시,광산구,비아동,광주시 광산구 비아동 호반,152-5,152,5,호반,37.83,202312,30,"7,400",101,1,-,-,1998,비아로 185,-,중개거래,광주 광산구,24.02.15,아파트
35,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 호반1,1136-1,1136,1,호반1,59.95,202312,30,"9,000",101,1,-,-,1995,도산로9번길 35,-,중개거래,광주 광산구,24.02.06,아파트
36,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 호반리젠시빌3차,770-1,770,1,호반리젠시빌3차,84.7555,202312,30,"35,000",304,5,-,-,2001,금화로149번길 11,-,중개거래,광주 서구,24.02.22,아파트
37,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 진흥더루벤스,268-1,268,1,진흥더루벤스,136.235,202312,30,"68,800",201,9,-,-,2009,금화로59번길 12,-,중개거래,광주 서구,24.02.23,아파트
38,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 청암프로스빌,101,101,0,청암프로스빌,59.97,202312,30,"10,800",102,7,-,-,1998,자라봉로 33,-,중개거래,광주 북구,24.01.31,아파트
39,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 호반2차,763-6,763,6,호반2차,59.82,202312,30,"17,000",211,1,-,-,1997,월계로 59,-,중개거래,광주 광산구,24.01.04,아파트
40,광주시 남구 지석동,광주시,남구,지석동,광주시 남구 지석동 한일베라체,443,443,0,한일베라체,84.783,202312,30,"26,200",106,11,-,-,2008,회재로 211,-,중개거래,광주 남구,24.02.28,아파트
41,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 동산아파트,1572-5,1572,5,동산아파트,59.61,202312,30,"12,300",102,3,-,-,1991,월곡산정로 20-49,-,중개거래,광주 광산구,24.01.04,아파트
42,광주시 동구 소태동,광주시,동구,소태동,광주시 동구 소태동 무등산골드클래스,1103,1103,0,무등산골드클래스,59.9834,202312,29,"36,200",105동,17,-,-,2018,학소로 109,-,중개거래,광주 동구,24.01.11,아파트
43,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 광명하이츠,96,96,0,광명하이츠,84.93,202312,29,"19,300",103,25,-,-,1992,내방로251번길 10,-,중개거래,광주 서구,24.01.29,아파트
44,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 주은모아,1127,1127,0,주은모아,59.28,202312,29,"18,600",106,14,-,-,2000,풍암2로 36,-,중개거래,광주 서구,24.02.19,아파트
45,광주시 남구 월산동,광주시,남구,월산동,광주시 남구 월산동 반도유보라더퍼스트,1065,1065,0,반도유보라더퍼스트,84.9661,202312,29,"55,500",106동,23,-,-,2022,구성로8번길 6,-,중개거래,광주 남구,24.01.10,아파트
46,광주시 북구 용두동,광주시,북구,용두동,광주시 북구 용두동 양산타운,330,330,0,양산타운,59.94,202312,29,"16,500",102,9,-,-,1998,하서로423번길 33,-,중개거래,광주 북구,24.01.22,아파트
47,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 주공1,787-8,787,8,주공1,39.3,202312,29,"18,000",211,2,-,-,1989,면앙로31번길 7,-,직거래,-,24.01.02,아파트
48,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 라인동산,972-4,972,4,라인동산,84.86,202312,29,"22,000",203,1,-,-,1994,문산로 81,-,중개거래,광주 북구,24.01.31,아파트
49,광주시 서구 양동,광주시,서구,양동,광주시 서구 양동 그린파크,321-20,321,20,그린파크,59.85,202312,29,"10,300",101,8,-,-,1996,상무대로1224번길 14,-,중개거래,광주 서구,24.01.09,아파트
51,광주시 동구 용산동,광주시,동구,용산동,광주시 동구 용산동 광주용산지구2BL계룡리슈빌더포레스트아파트,662,662,0,광주용산지구2BL계룡리슈빌더포레스트아파트,82.0393,202312,29,"40,000",106동,1,-,-,2019,용산1길 2,-,중개거래,광주 광산구,24.01.08,아파트
52,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 남화맨션,747-1,747,1,남화맨션,58.64,202312,29,"9,000",-,4,-,-,1979,월드컵4강로152번길 13-8,-,중개거래,광주 북구,24.01.09,아파트
53,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 유니버시아드힐스테이트3단지,1612,1612,0,유니버시아드힐스테이트3단지,84.98,202312,29,"56,500",301,27,-,-,2016,화운로 24,-,중개거래,광주 서구,24.02.21,아파트
55,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 한국,739-2,739,2,한국,69.59,202312,29,"18,950",101,6,-,-,1994,운천로56번길 7,-,중개거래,광주 서구,24.01.12,아파트
56,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 모아엘가,769,769,0,모아엘가,75.03,202312,29,"21,000",101,12,-,-,1998,금화로149번길 27,-,중개거래,광주 서구,24.02.19,아파트
58,광주시 서구 금호동,광주시,서구,금호동,광주시 서구 금호동 이지더원,206-20,206,20,이지더원,84.9493,202312,29,"32,000",제101동,3,-,-,2006,화개중앙로 116,-,중개거래,광주 서구,24.01.23,아파트
59,광주시 광산구 쌍암동,광주시,광산구,쌍암동,광주시 광산구 쌍암동 첨단센트럴파크2차,676-3,676,3,첨단센트럴파크2차,41.83,202312,29,"15,800",201동,13,-,-,2018,첨단중앙로170번길 87,-,중개거래,광주 광산구,24.02.15,아파트
60,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 보라2,536-9,536,9,보라2,44.7,202312,29,"6,800",101,2,-,-,1992,상무대로263번길 17,-,중개거래,광주 광산구,24.01.24,아파트
61,광주시 동구 계림동,광주시,동구,계림동,광주시 동구 계림동 두산위브3차(두산위브더파크),1845,1845,0,두산위브3차(두산위브더파크),39.9452,202312,29,"21,500",310,2,-,-,2021,중앙로290번길 16,-,직거래,-,24.01.29,아파트
62,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 중흥에스-클래스,174-9,174,9,중흥에스-클래스,183.608,202312,29,"48,000",103,10,-,-,2006,탁영로 33,-,중개거래,광주 북구,24.01.19,아파트
63,광주시 북구 두암동,광주시,북구,두암동,"광주시 북구 두암동 광신(8,9,10동)",572-3,572,3,"광신(8,9,10동)",65.34,202312,29,"9,500",10,5,-,-,1983,면앙로165번길 33,-,직거래,-,24.01.02,아파트
64,광주시 서구 치평동,광주시,서구,치평동,광주시 서구 치평동 호반,1166-7,1166,7,호반,59.91,202312,29,"17,300",102,1,-,-,1998,상무공원로 128,-,중개거래,광주 서구,24.01.03,아파트
65,광주시 서구 치평동,광주시,서구,치평동,광주시 서구 치평동 갤러리303,1330,1330,0,갤러리303,152.65,202312,29,"73,000",102,7,-,-,2010,상무누리로 33,-,중개거래,전남 나주시,24.03.15,아파트
66,광주시 북구 양산동,광주시,북구,양산동,광주시 북구 양산동 일신2차,205-6,205,6,일신2차,59.985,202312,29,"14,000",제201,9,-,-,1997,상촌로43번길 30,-,직거래,-,23.12.29,아파트
67,광주시 북구 본촌동,광주시,북구,본촌동,광주시 북구 본촌동 부영사랑으로,3077,3077,0,부영사랑으로,84.9931,202312,29,"30,300",108,6,-,-,2007,양산택지소로 30,-,중개거래,광주 북구,24.01.30,아파트
69,광주시 서구 유촌동,광주시,서구,유촌동,광주시 서구 유촌동 호반리젠시빌,852,852,0,호반리젠시빌,80.779,202312,29,"31,500",202,4,-,-,2001,상무버들로 45,-,중개거래,광주 서구,24.02.29,아파트
70,광주시 서구 유촌동,광주시,서구,유촌동,광주시 서구 유촌동 상무버들마을주공2,871,871,0,상무버들마을주공2,59.97,202312,29,"16,000",211,11,-,-,1999,상무버들로 15,-,중개거래,광주 서구,24.01.04,아파트
71,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 우미2,26-1,26,1,우미2,59.77,202312,29,"10,200",105,3,-,-,1991,북문대로201번길 30,-,중개거래,광주 북구,24.01.26,아파트
72,광주시 광산구 산월동,광주시,광산구,산월동,광주시 광산구 산월동 부영1차,882-1,882,1,부영1차,84.9763,202312,29,"26,000",106,13,-,-,2003,월계로 170,-,중개거래,광주 광산구,24.04.11,아파트
75,광주시 북구 중흥동,광주시,북구,중흥동,광주시 북구 중흥동 중흥동영무예다음아파트,819,819,0,중흥동영무예다음아파트,77.1872,202312,29,"31,000",105동,10,-,-,2015,서방로40번길 13,-,중개거래,"광주 북구, 광주 서구",24.03.15,아파트
76,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 세계수영선수촌 중흥에스-클래스 센트럴,1621,1621,0,세계수영선수촌 중흥에스-클래스 센트럴,75.9493,202312,29,"37,700",105,20,-,-,2020,금봉로 106,-,중개거래,광주 광산구,24.02.06,아파트
77,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 하남주공(2단지),1571-1,1571,1,하남주공(2단지),44.94,202312,29,"8,650",204,12,-,-,1991,월곡산정로 12,-,중개거래,광주 광산구,24.01.15,아파트
78,광주시 북구 각화동,광주시,북구,각화동,광주시 북구 각화동 각화센트럴파크3차,721,721,0,각화센트럴파크3차,59.9987,202312,29,"29,000",301동,25,-,-,2023,동문대로249번길 7,-,직거래,-,24.01.15,아파트
80,광주시 동구 월남동,광주시,동구,월남동,광주시 동구 월남동 월남호반베르디움2차,638,638,0,월남호반베르디움2차,59.9711,202312,29,"24,500",212,3,-,-,2016,남문로 307,-,중개거래,광주 동구,24.01.25,아파트
81,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 현대디에코2차,859-7,859,7,현대디에코2차,49.5899,202312,29,"13,000",현대디에코2차,5,-,-,2016,송정로16번길 10,-,중개거래,광주 광산구,24.02.29,아파트
82,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 광명중흥,1232-1,1232,1,광명중흥,84.99,202312,29,"21,500",105,13,-,-,1992,화정로 96,-,중개거래,광주 서구,24.01.16,아파트
83,광주시 광산구 월곡동,광주시,광산구,월곡동,광주시 광산구 월곡동 운남주공9단지,681-1,681,1,운남주공9단지,84.86,202312,29,"30,000",905,16,-,-,2003,풍영로 63,-,중개거래,광주 광산구,24.01.31,아파트
84,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 신창부영,1187,1187,0,신창부영,84.7886,202312,29,"24,000",112,5,-,-,2005,장신로265번길 22,-,중개거래,광주 북구,24.01.02,아파트
85,광주시 광산구 신가동,광주시,광산구,신가동,광주시 광산구 신가동 중흥2,302-25,302,25,중흥2,59.955,202312,29,"14,500",202,15,-,-,1998,목련로382번길 79,-,중개거래,광주 광산구,24.01.30,아파트
86,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 운남주공5단지,769-1,769,1,운남주공5단지,84.77,202312,29,"29,000",506,16,-,-,1997,하남대로 248-10,-,중개거래,광주 광산구,24.01.26,아파트
88,광주시 광산구 운남동,광주시,광산구,운남동,광주시 광산구 운남동 삼성,387-22,387,22,삼성,59.91,202312,28,"16,100",113,15,-,-,1996,임방울대로 142-12,-,중개거래,광주 광산구,24.01.31,아파트
89,광주시 광산구 신창동,광주시,광산구,신창동,광주시 광산구 신창동 신창5차부영사랑으로,1264,1264,0,신창5차부영사랑으로,84.9931,202312,28,"30,100",1105동,2,-,-,2006,신창로71번길 16,-,중개거래,광주 광산구,24.02.08,아파트
93,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 우미,996-1,996,1,우미,49.96,202312,28,"9,500",103,4,-,-,1994,대천로 160,-,중개거래,광주 북구,24.01.17,아파트
94,광주시 동구 산수동,광주시,동구,산수동,광주시 동구 산수동 두암그린파크,689,689,0,두암그린파크,84.99,202312,28,"20,000",107,10,-,-,1995,밤실로 150,-,중개거래,광주 동구,24.02.14,아파트
95,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 현대(740-6),740-6,740,6,현대(740-6),72.585,202312,28,"22,800",101,9,-,-,1986,화운로175번길 15,-,중개거래,광주 서구,24.02.29,아파트
96,광주시 북구 문흥동,광주시,북구,문흥동,광주시 북구 문흥동 중흥파크맨션1,995-3,995,3,중흥파크맨션1,84.99,202312,28,"20,000",102,11,-,-,1994,서하로 417,-,중개거래,광주 북구,24.01.30,아파트
97,광주시 북구 중흥동,광주시,북구,중흥동,광주시 북구 중흥동 제일풍경채센트럴파크1단지,836,836,0,제일풍경채센트럴파크1단지,84.92,202312,28,"62,000",108,16,-,-,2022,우치로40번길 25,-,중개거래,광주 북구,24.03.18,아파트
98,광주시 남구 진월동,광주시,남구,진월동,광주시 남구 진월동 한신2,277,277,0,한신2,84.87,202312,28,"28,500",203,13,-,-,1997,서문대로701번길 21,-,중개거래,광주 남구,24.01.22,아파트
99,광주시 동구 학동,광주시,동구,학동,광주시 동구 학동 무등산아이파크,1022,1022,0,무등산아이파크,84.7496,202312,28,"65,000",104동,25,-,-,2017,남문로753번길 20,-,중개거래,광주 동구,24.01.31,아파트
101,광주시 광산구 우산동,광주시,광산구,우산동,광주시 광산구 우산동 하남우미,1572-2,1572,2,하남우미,49.14,202312,28,"10,900",102,7,-,-,1992,월곡산정로 40,-,중개거래,광주 광산구,24.02.07,아파트
102,광주시 서구 동천동,광주시,서구,동천동,광주시 서구 동천동 호반베르디움,615,615,0,호반베르디움,119.5762,202312,28,"69,500",503,17,-,-,2008,하남대로680번길 10,-,중개거래,광주 서구,24.02.14,아파트
103,광주시 북구 오치동,광주시,북구,오치동,광주시 북구 오치동 우성,862-1,862,1,우성,84.94,202312,28,"15,000",102,1,-,-,1992,서하로183번길 40,-,직거래,-,23.12.29,아파트
105,광주시 동구 운림동,광주시,동구,운림동,광주시 동구 운림동 보라빌라,582,582,0,보라빌라,258.2744,202312,28,"33,000",101,6,-,-,2003,운림길75번길 17,-,직거래,-,24.01.05,아파트
106,광주시 북구 동림동,광주시,북구,동림동,광주시 북구 동림동 동림푸른주공4,1161-1,1161,1,동림푸른주공4,65.68,202312,28,"17,500",410,7,-,-,1998,동림용산로 12,-,중개거래,광주 북구,24.02.27,아파트
107,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단라인1,765-2,765,2,첨단라인1,60.0,202312,28,"22,000",118,5,-,-,1995,월계로 117-32,-,중개거래,광주 광산구,24.04.02,아파트
108,광주시 광산구 선암동,광주시,광산구,선암동,광주시 광산구 선암동 광주선운지구EGthe12단지,560,560,0,광주선운지구EGthe12단지,84.9827,202312,28,"38,000",206,1,-,-,2014,선운중앙로 43,-,중개거래,광주 광산구,24.01.19,아파트
109,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 상무엘리체,1380,1380,0,상무엘리체,84.981,202312,28,"42,500",104,3,-,-,2018,월드컵4강로197번길 12,-,중개거래,"광주 남구, 광주 서구",24.02.28,아파트
110,광주시 광산구 수완동,광주시,광산구,수완동,광주시 광산구 수완동 코오롱하늘채,913,913,0,코오롱하늘채,199.58,202312,28,"150,000",107,24,-,-,2008,장덕로137번길 39,-,직거래,-,24.01.04,아파트
111,광주시 광산구 월계동,광주시,광산구,월계동,광주시 광산구 월계동 첨단동아,758-3,758,3,첨단동아,77.81,202312,28,"26,000",101,2,-,-,1997,첨단중앙로181번길 7,-,중개거래,광주 광산구,24.02.05,아파트
113,광주시 광산구 산월동,광주시,광산구,산월동,광주시 광산구 산월동 부영사랑으로7차,886-2,886,2,부영사랑으로7차,84.9931,202312,28,"30,300",1304,1,-,-,2007,산월로 80,-,중개거래,광주 광산구,24.04.26,아파트
114,광주시 광산구 송정동,광주시,광산구,송정동,광주시 광산구 송정동 모아,593,593,0,모아,39.52,202312,28,"6,800",103,7,-,-,1997,송도로320번길 16-6,-,직거래,-,23.12.28,아파트
115,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 삼능남양,1058,1058,0,삼능남양,60.0,202312,28,"17,300",제104,14,-,-,2000,풍암순환로 86,-,중개거래,광주 서구,24.01.30,아파트
116,광주시 북구 두암동,광주시,북구,두암동,광주시 북구 두암동 반석힐라아파트,329,329,0,반석힐라아파트,31.77,202312,28,"4,480",-,6,-,-,2000,군왕로51번길 39,-,중개거래,광주 북구,23.12.28,아파트
117,광주시 서구 마륵동,광주시,서구,마륵동,광주시 서구 마륵동 상무양우내안애,812,812,0,상무양우내안애,84.2343,202312,28,"50,000",102동,15,-,-,2020,백석길 22-14,-,중개거래,광주 서구,24.02.20,아파트
118,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 EG스위트밸리3차,232-6,232,6,EG스위트밸리3차,84.439,202312,28,"27,000",302,7,-,-,2004,소촌로152번길 11,-,직거래,-,23.12.29,아파트
120,광주시 북구 용두동,광주시,북구,용두동,광주시 북구 용두동 우방아이유쉘아파트,1120,1120,0,우방아이유쉘아파트,84.9712,202312,28,"42,000",104동,8,-,-,2018,하서로423번길 42,-,중개거래,광주 북구,24.03.07,아파트
121,광주시 광산구 소촌동,광주시,광산구,소촌동,광주시 광산구 소촌동 라인2차,97-1,97,1,라인2차,59.9,202312,27,"12,300",205,9,-,-,1997,금봉로 18,-,중개거래,광주 서구,24.02.06,아파트
122,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 용산그린,543-1,543,1,용산그린,45.15,202312,27,"9,200",제101,12,-,-,1996,운천로162번길 29,-,중개거래,광주 서구,24.01.10,아파트
123,광주시 광산구 도산동,광주시,광산구,도산동,광주시 광산구 도산동 우방아이유쉘,1314,1314,0,우방아이유쉘,59.7926,202312,27,"22,500",104동,11,-,-,2016,평동로1098번길 185,-,중개거래,광주 광산구,24.01.10,아파트
124,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 광천모아엘가,1389,1389,0,광천모아엘가,72.9746,202312,27,"35,500",101동,4,-,-,2021,칠성로 89,-,직거래,-,24.01.19,아파트
125,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 대화,214-1,214,1,대화,59.31,202312,27,"8,000",1,12,-,-,1991,매곡로86번길 2,-,직거래,-,23.12.28,아파트
126,광주시 광산구 도천동,광주시,광산구,도천동,광주시 광산구 도천동 중흥2차,628-1,628,1,중흥2차,59.76,202312,27,"8,800",110,14,-,-,1995,비아로62번길 12,-,중개거래,광주 북구,24.02.14,아파트
127,광주시 북구 매곡동,광주시,북구,매곡동,광주시 북구 매곡동 매곡대광로제비앙,494,494,0,매곡대광로제비앙,80.3123,202312,27,"29,800",102동,4,-,-,2017,하백로6번길 12,-,중개거래,광주 북구,24.01.31,아파트
128,광주시 서구 풍암동,광주시,서구,풍암동,광주시 서구 풍암동 중흥호반,1048,1048,0,중흥호반,59.88,202312,27,"15,300",105,2,-,-,2000,풍암순환로 14,-,중개거래,광주 동구,24.02.01,아파트
129,광주시 서구 화정동,광주시,서구,화정동,광주시 서구 화정동 화정동영무예다음,1295,1295,0,화정동영무예다음,59.6134,202312,27,"15,000",101,11,-,-,2003,화운로23번길 7-31,-,직거래,-,23.12.27,아파트
132,광주시 북구 삼각동,광주시,북구,삼각동,광주시 북구 삼각동 삼각동그린타운,533,533,0,삼각동그린타운,59.82,202312,27,"15,000",104,15,-,-,1997,설죽로389번길 70,-,직거래,-,23.12.28,아파트
133,광주시 광산구 쌍암동,광주시,광산구,쌍암동,광주시 광산구 쌍암동 쌍암중흥에스-클래스리버시티,694-59,694,59,쌍암중흥에스-클래스리버시티,76.9179,202312,27,"42,500",104동,19,-,-,2017,월계로 223-8,-,중개거래,광주 광산구,24.01.31,아파트
134,광주시 서구 쌍촌동,광주시,서구,쌍촌동,광주시 서구 쌍촌동 동남,1135,1135,0,동남,60.0,202312,27,"13,000",101,7,-,-,1995,칠성로35번길 6-10,-,중개거래,광주 서구,24.01.26,아파트
