NO,시군구,**시,**구,**동,[P2]시군구_단지명,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
126,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 칠곡건영,695-2,695,2,칠곡건영,59.88,202312,29,"13,000",102,2,-,-,2001,구암로32길 15,-,중개거래,경북 영주시,24.01.03,아파트
127,대구시 동구 방촌동,대구시,동구,방촌동,대구시 동구 방촌동 강변2,1113-8,1113,8,강변2,65.67,202312,29,"18,000",201,2,-,-,1990,동촌로56길 36,-,중개거래,대구 동구,24.02.05,아파트
128,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 동대구우방아이유쉘,1839,1839,0,동대구우방아이유쉘,84.9907,202312,29,"46,300",105,16,-,-,2020,송라로32길 32,-,중개거래,대구 동구,24.02.15,아파트
129,대구시 북구 복현동,대구시,북구,복현동,대구시 북구 복현동 e편한세상복현,713,713,0,e편한세상복현,59.9707,202312,29,"35,000",109,8,-,-,2021,동북로 247,-,직거래,-,24.01.26,아파트
132,대구시 동구 신천동,대구시,동구,신천동,대구시 동구 신천동 우방푸른타운,645-1,645,1,우방푸른타운,114.81,202312,29,"31,000",102,2,-,-,1996,국채보상로159길 41,-,중개거래,대구 동구,24.03.04,아파트
134,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 e편한세상범어,2240,2240,0,e편한세상범어,84.9557,202312,29,"63,000",105동,23,-,-,2015,들안로78길 45,-,중개거래,"대구 동구, 대구 수성구",24.04.30,아파트
136,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 그린빌3차,786,786,0,그린빌3차,49.71,202312,29,"14,500",305,6,-,-,2000,구암서로 41,-,중개거래,대구 북구,24.01.15,아파트
137,대구시 동구 봉무동,대구시,동구,봉무동,대구시 동구 봉무동 대구이시아폴리스더샵3차,1530,1530,0,대구이시아폴리스더샵3차,84.85,202312,29,"37,900",-,10,-,-,2013,팔공로51길 10,20240424,중개거래,대구 동구,-,아파트
138,대구시 동구 율하동,대구시,동구,율하동,대구시 동구 율하동 경남모직안아주,1228,1228,0,경남모직안아주,59.9749,202312,29,"22,000",102,14,-,-,2009,안심로16길 29,-,중개거래,대구 동구,24.02.06,아파트
139,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 만촌삼정그린코아에듀파크,1483,1483,0,만촌삼정그린코아에듀파크,84.9967,202312,29,"86,000",107,5,-,-,2019,교학로 65,-,중개거래,대구 수성구,24.02.15,아파트
140,대구시 동구 용계동,대구시,동구,용계동,대구시 동구 용계동 율하시티프라디움,1064,1064,0,율하시티프라디움,84.9828,202312,29,"31,000",105동,13,-,-,2020,반야월로 35,-,중개거래,대구 동구,24.02.16,아파트
143,대구시 북구 침산동,대구시,북구,침산동,대구시 북구 침산동 코오롱하늘채1단지,105-73,105,73,코오롱하늘채1단지,106.382,202312,29,"55,000",102,14,-,-,2006,침산로22길 31,-,중개거래,대구 북구,24.02.20,아파트
144,대구시 북구 침산동,대구시,북구,침산동,대구시 북구 침산동 메트로캐슬,293-12,293,12,메트로캐슬,84.9386,202312,29,"19,300",-,2,-,-,2004,침산로32길 2,-,중개거래,대구 북구,24.01.30,아파트
145,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 신암뜨란채,766,766,0,신암뜨란채,59.44,202312,29,"22,200",104,13,-,-,2005,아양로7길 12,-,중개거래,대구 동구,24.01.19,아파트
146,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 칠곡관음타운,1065-1,1065,1,칠곡관음타운,59.78,202312,29,"12,850",105,16,-,-,1995,영송로 63,-,중개거래,대구 북구,24.01.15,아파트
147,대구시 동구 각산동,대구시,동구,각산동,대구시 동구 각산동 대구혁신도시서한이다음2차,1030,1030,0,대구혁신도시서한이다음2차,64.3896,202312,29,"26,150",101,11,-,-,2015,이노밸리로29길 34,-,중개거래,대구 동구,24.01.26,아파트
148,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 한일,205-14,205,14,한일,59.76,202312,29,"15,000",107,10,-,-,1998,칠곡중앙대로53길 32,-,직거래,-,24.01.30,아파트
149,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 협성휴포레강북,1186,1186,0,협성휴포레강북,72.9702,202312,29,"33,500",105동,17,-,-,2017,태암남로 60,-,중개거래,대구 북구,24.03.29,아파트
150,대구시 동구 효목동,대구시,동구,효목동,대구시 동구 효목동 태왕메트로시티,337,337,0,태왕메트로시티,59.85,202312,29,"17,000",115,15,-,-,2003,동북로 500,-,중개거래,대구 동구,23.12.29,아파트
151,대구시 북구 매천동,대구시,북구,매천동,대구시 북구 매천동 한신더휴웨스턴팰리스,750,750,0,한신더휴웨스턴팰리스,69.9802,202312,29,"37,200",107,24,-,-,2019,매전로4길 32,-,중개거래,대구 북구,24.04.15,아파트
153,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 범어쌍용예가,808,808,0,범어쌍용예가,115.2158,202312,28,"99,900",101,12,-,-,2009,명덕로 477,-,중개거래,대구 수성구,24.04.19,아파트
154,대구시 북구 국우동,대구시,북구,국우동,대구시 북구 국우동 그린빌1차,1110,1110,0,그린빌1차,59.39,202312,28,"13,800",108,5,-,-,1999,구리로 250,-,중개거래,대구 북구,24.01.23,아파트
155,대구시 북구 국우동,대구시,북구,국우동,대구시 북구 국우동 그린빌6단지,1080,1080,0,그린빌6단지,51.95,202312,28,"14,000",604,13,-,-,2002,학정동로 10,-,직거래,-,23.12.29,아파트
158,대구시 중구 삼덕동3가,대구시,중구,삼덕동3가,대구시 중구 삼덕동3가 삼덕청아람,383,383,0,삼덕청아람,84.6115,202312,28,"51,000",105,21,-,-,2013,달구벌대로447길 77,-,중개거래,대구 중구,24.01.19,아파트
159,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 보성1차,622,622,0,보성1차,81.2,202312,28,"15,000",9동,1,-,-,1985,큰고개로 23,-,중개거래,대구 동구,24.02.20,아파트
160,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 신암건영캐스빌,194-1,194,1,신암건영캐스빌,58.61,202312,28,"20,000",110,12,-,-,2005,신암남로 50,-,중개거래,대구 동구,24.01.31,아파트
161,대구시 중구 대봉동,대구시,중구,대봉동,대구시 중구 대봉동 대봉태왕아너스,758,758,0,대봉태왕아너스,77.98,202312,28,"41,000",104,16,-,-,2015,동덕로 55,-,중개거래,대구 중구,24.02.15,아파트
163,대구시 동구 지묘동,대구시,동구,지묘동,대구시 동구 지묘동 팔공보성타운2,327,327,0,팔공보성타운2,47.03,202312,28,"8,690",206,16,-,-,1995,팔공로101길 55,-,직거래,-,24.01.19,아파트
165,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 이진캐스빌,1181,1181,0,이진캐스빌,84.8657,202312,28,"33,000",104,3,-,-,2015,칠곡중앙대로51길 50,-,중개거래,대구 북구,24.03.27,아파트
166,대구시 서구 내당동,대구시,서구,내당동,대구시 서구 내당동 코오롱맨션,339,339,0,코오롱맨션,74.655,202312,28,"19,200",2,12,-,-,1985,당산로 260,-,중개거래,대구 서구,24.02.13,아파트
169,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 만촌보성타운,605,605,0,만촌보성타운,84.98,202312,28,"26,500",105,1,-,-,2002,공경로 70,-,중개거래,대구 남구,24.02.08,아파트
171,대구시 북구 매천동,대구시,북구,매천동,대구시 북구 매천동 한신더휴이스턴팰리스,753,753,0,한신더휴이스턴팰리스,84.8281,202312,28,"43,000",201,9,-,-,2019,매전로4길 31,-,중개거래,대구 북구,24.04.22,아파트
173,대구시 서구 평리동,대구시,서구,평리동,대구시 서구 평리동 평리롯데캐슬,1676,1676,0,평리롯데캐슬,51.014,202312,28,"22,100",104,6,-,-,2009,국채보상로 316,-,중개거래,대구 서구,24.01.19,아파트
175,대구시 동구 봉무동,대구시,동구,봉무동,대구시 동구 봉무동 대구이시아폴리스더샵2차,1522,1522,0,대구이시아폴리스더샵2차,84.98,202312,28,"33,500",-,14,-,-,2013,팔공로 274,20240223,중개거래,대구 동구,-,아파트
178,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 범어화성그린빌,643-4,643,4,범어화성그린빌,205.76,202312,28,"90,000",-,8,-,-,1998,동대구로50길 94,-,중개거래,대구 수성구,24.03.26,아파트
179,대구시 수성구 황금동,대구시,수성구,황금동,대구시 수성구 황금동 캐슬골드파크5단지,365,365,0,캐슬골드파크5단지,84.97,202312,28,"49,000",1505,12,-,-,2006,청수로 214,-,중개거래,대구 수성구 서울 중구,24.01.16,아파트
181,대구시 달성군 유가읍 봉리,대구시,달성군,유가읍,대구시 달성군 유가읍 호반베르디움2차,659,659,0,호반베르디움2차,98.8946,202312,28,"31,600",210,6,-,-,2016,테크노대로5길 80,-,중개거래,대구 달성군,24.02.08,아파트
183,대구시 달서구 성당동,대구시,달서구,성당동,대구시 달서구 성당동 성당래미안e-편한세상3단지,839,839,0,성당래미안e-편한세상3단지,84.88,202312,28,"36,000",301,9,-,-,2009,장기로 127,-,중개거래,"대구 달서구, 대구 동구",24.04.05,아파트
185,대구시 달성군 다사읍 서재리,대구시,달성군,다사읍,대구시 달성군 다사읍 에코폴리스동화아이위시3차,1131,1131,0,에코폴리스동화아이위시3차,62.463,202312,28,"22,200",303동,5,-,-,2017,서재로7길 25,-,중개거래,대구 달성군,24.01.19,아파트
186,대구시 달서구 유천동,대구시,달서구,유천동,대구시 달서구 유천동 진천역AK그랑폴리스주상복합,595,595,0,진천역AK그랑폴리스주상복합,84.7138,202312,28,"35,500",202,10,-,-,2013,월배로 51,-,중개거래,대구 달서구,24.02.16,아파트
187,대구시 수성구 황금동,대구시,수성구,황금동,대구시 수성구 황금동 힐스테이트황금엘포레,986,986,0,힐스테이트황금엘포레,84.9899,202312,28,"70,800",104,3,-,-,2022,청솔로 16,-,중개거래,대구 수성구,24.04.19,아파트
189,대구시 달서구 이곡동,대구시,달서구,이곡동,대구시 달서구 이곡동 성서푸른마을,1330,1330,0,성서푸른마을,84.99,202312,28,"26,800",106,16,-,-,1997,선원로 137,-,중개거래,대구 달서구,24.04.15,아파트
191,대구시 달서구 호산동,대구시,달서구,호산동,대구시 달서구 호산동 삼성한국형,350,350,0,삼성한국형,59.914,202312,28,"21,000",103,8,-,-,1999,호산로 126,-,직거래,-,24.01.23,아파트
192,대구시 수성구 파동,대구시,수성구,파동,대구시 수성구 파동 수성못코오롱하늘채,53,53,0,수성못코오롱하늘채,59.9161,202312,28,"27,000",105,18,-,-,2013,파동로 222,-,중개거래,대구 수성구,24.02.15,아파트
193,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성보성2,277,277,0,월성보성2,108.34,202312,28,"22,700",207,7,-,-,1991,학산로7길 27,-,중개거래,대구 달서구,24.01.30,아파트
194,대구시 수성구 파동,대구시,수성구,파동,대구시 수성구 파동 송원맨션,581-28,581,28,송원맨션,115.09,202312,28,"35,000",1,9,-,-,1989,파동로 223,-,중개거래,대구 수성구,24.01.10,아파트
195,대구시 달서구 본동,대구시,달서구,본동,대구시 달서구 본동 그린맨션2차,247,247,0,그린맨션2차,123.3,202312,28,"45,000",206,9,-,-,1986,구마로36길 20,-,직거래,-,24.01.10,아파트
197,대구시 달서구 대천동,대구시,달서구,대천동,대구시 달서구 대천동 월배힐스테이트,413,413,0,월배힐스테이트,84.9767,202312,28,"38,500",104,13,-,-,2008,조암남로 132,-,중개거래,대구 달서구,24.02.23,아파트
198,대구시 달서구 장기동,대구시,달서구,장기동,대구시 달서구 장기동 영남네오빌,809,809,0,영남네오빌,84.9732,202312,28,"37,000",106,5,-,-,2004,한들로 36,-,중개거래,대구 달서구,24.02.29,아파트
199,대구시 달서구 유천동,대구시,달서구,유천동,대구시 달서구 유천동 유천포스코더샵,488,488,0,유천포스코더샵,59.8653,202312,28,"24,300",104,25,-,-,2006,달서대로 67,-,중개거래,대구 달서구,23.12.28,아파트
200,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 힐스테이트죽전역더퍼스트,709,709,0,힐스테이트죽전역더퍼스트,114.9844,202312,28,"83,000",101동,18,-,-,2022,와룡로31길 26,-,직거래,-,24.01.11,아파트
202,대구시 달서구 용산동,대구시,달서구,용산동,대구시 달서구 용산동 성서청구타운,416-5,416,5,성서청구타운,59.95,202312,28,"15,000",103,19,-,-,1997,성지로 75,-,직거래,-,23.12.28,아파트
204,대구시 달성군 현풍읍 중리,대구시,달성군,현풍읍,대구시 달성군 현풍읍 대구테크노폴리스서한이다음,486,486,0,대구테크노폴리스서한이다음,84.7995,202312,28,"24,300",104,10,-,-,2014,테크노상업로 33,-,중개거래,"경북 구미시, 대구 달성군",24.02.16,아파트
205,대구시 달성군 옥포읍 교항리,대구시,달성군,옥포읍,대구시 달성군 옥포읍 옥포대성베르힐6단지,2998,2998,0,옥포대성베르힐6단지,84.9901,202312,27,"29,700",604동,13,-,-,2018,돌미로8길 19,-,중개거래,대구 달성군,24.01.05,아파트
206,대구시 달성군 옥포읍 본리리,대구시,달성군,옥포읍,대구시 달성군 옥포읍 미진이지비아,2590,2590,0,미진이지비아,59.9639,202312,27,"16,700",106동,9,-,-,2017,비슬로447길 56,-,중개거래,대구 달성군,24.02.21,아파트
210,대구시 동구 지묘동,대구시,동구,지묘동,대구시 동구 지묘동 대구연경아이파크,1337,1337,0,대구연경아이파크,84.96,202312,27,"36,700",111,2,-,-,2020,동화천로 369,-,중개거래,대구 동구,24.02.08,아파트
212,대구시 서구 평리동,대구시,서구,평리동,대구시 서구 평리동 서대구역반도유보라센텀,1083-2,1083,2,서대구역반도유보라센텀,59.7679,202312,27,"34,042",-,18,-,-,2023,문화로 230,-,중개거래,대구 서구,-,아파트
213,대구시 서구 중리동,대구시,서구,중리동,대구시 서구 중리동 중리롯데캐슬,26-1,26,1,중리롯데캐슬,130.109,202312,27,"39,500",106,19,-,-,2009,국채보상로34길 12,-,중개거래,대구 서구,24.08.06,아파트
214,대구시 수성구 만촌동,대구시,수성구,만촌동,대구시 수성구 만촌동 만촌3차화성파크드림,1479,1479,0,만촌3차화성파크드림,84.98,202312,27,"84,900",-,5,-,-,2016,교학로 13,20240115,중개거래,대구 수성구,-,아파트
215,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 현대전원,532-1,532,1,현대전원,84.99,202312,27,"17,000",101,7,-,-,1990,칠곡중앙대로46길 25,-,중개거래,대구 북구,24.02.01,아파트
216,대구시 중구 동인동3가,대구시,중구,동인동3가,대구시 중구 동인동3가 엑소디움센트럴동인,414,414,0,엑소디움센트럴동인,74.9207,202312,27,"45,000",-,12,-,-,2022,국채보상로139길 40,-,중개거래,대구 중구,-,아파트
219,대구시 북구 구암동,대구시,북구,구암동,대구시 북구 구암동 부영6차,789-1,789,1,부영6차,81.1563,202312,27,"22,000",601,17,-,-,2002,구암로49길 24,-,중개거래,대구 북구,24.05.17,아파트
221,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 장원맨션,산103,103,0,장원맨션,84.98,202312,27,"80,000",103,12,-,-,1988,청호로 370,-,중개거래,대구 수성구,24.02.23,아파트
224,대구시 북구 칠성동2가,대구시,북구,칠성동2가,대구시 북구 칠성동2가 칠성동코오롱하늘채,723,723,0,칠성동코오롱하늘채,84.8129,202312,27,"43,950",101,26,-,-,2014,중앙대로 540,-,직거래,-,24.01.08,아파트
225,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 청구로얄하이츠,1719,1719,0,청구로얄하이츠,232.3675,202312,27,"25,000",-,1,-,-,1982,현충로29길 29,-,직거래,-,24.01.02,아파트
227,대구시 동구 신암동,대구시,동구,신암동,대구시 동구 신암동 동대구이안센트럴D,1840,1840,0,동대구이안센트럴D,84.9888,202312,27,"64,700",109,18,-,-,2021,동대구로 577,-,중개거래,대구 동구,24.04.18,아파트
229,대구시 달서구 용산동,대구시,달서구,용산동,대구시 달서구 용산동 세븐하이츠,412-1,412,1,세븐하이츠,59.99,202312,27,"17,500",708,11,-,-,1997,성지로 12,-,중개거래,대구 달서구,24.01.24,아파트
230,대구시 달서구 본리동,대구시,달서구,본리동,대구시 달서구 본리동 성당래미안e-편한세상1단지,74-1,74,1,성당래미안e-편한세상1단지,59.98,202312,27,"27,200",101,4,-,-,2009,장기로 189,-,중개거래,대구 달서구,24.03.29,아파트
231,대구시 달서구 용산동,대구시,달서구,용산동,대구시 달서구 용산동 평화타운,905,905,0,평화타운,84.84,202312,27,"29,500",302,9,-,-,1994,성서동로 350,-,중개거래,대구 달서구,24.03.29,아파트
232,대구시 수성구 황금동,대구시,수성구,황금동,대구시 수성구 황금동 우방2,60,60,0,우방2,76.44,202312,27,"62,500",205,2,-,-,1986,청호로 330,-,중개거래,대구 수성구,24.04.03,아파트
233,대구시 달성군 유가읍 봉리,대구시,달성군,유가읍,대구시 달성군 유가읍 호반베르디움,605,605,0,호반베르디움,84.8561,202312,27,"26,000",106,2,-,-,2016,테크노대로5길 58,-,중개거래,대구 달성군,24.01.22,아파트
235,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인역모아엘가파크뷰,1600,1600,0,상인역모아엘가파크뷰,72.96,202312,27,"30,500",102동,4,-,-,2019,상화북로 162,-,중개거래,대구 달서구,24.01.10,아파트
236,대구시 수성구 매호동,대구시,수성구,매호동,대구시 수성구 매호동 매호동서타운,1040,1040,0,매호동서타운,185.3,202312,27,"60,000",106,8,-,-,1995,천을로 180,-,중개거래,대구 수성구,24.04.08,아파트
237,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 진천탑클래스,91-11,91,11,진천탑클래스,84.9,202312,27,"27,000",A동,3,-,-,2016,월배로23길 16,-,중개거래,대구 남구 대구 중구,24.01.12,아파트
238,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성주공4단지,270,270,0,월성주공4단지,58.46,202312,27,"13,900",405,4,-,-,1992,구마로14남길 55,-,중개거래,대구 달서구,24.01.29,아파트
240,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성월드메르디앙,777-2,777,2,월성월드메르디앙,84.3652,202312,27,"49,800",105,7,-,-,2009,조암로6길 19,-,중개거래,대구 달서구,24.02.08,아파트
241,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성협성휴포레,1863,1863,0,월성협성휴포레,84.9664,202312,27,"47,000",107동,1,-,-,2016,조암로10길 11,-,직거래,-,23.12.28,아파트
243,대구시 수성구 노변동,대구시,수성구,노변동,대구시 수성구 노변동 수성알파시티청아람,742,742,0,수성알파시티청아람,84.952,202312,27,"61,000",102동,15,-,-,2021,알파시티2로 96,-,중개거래,대구 수성구,24.01.31,아파트
244,대구시 수성구 범물동,대구시,수성구,범물동,대구시 수성구 범물동 보성송정타운,697-1,697,1,보성송정타운,84.99,202312,27,"26,500",101,7,-,-,1995,지범로46길 43,-,중개거래,대구 수성구,24.01.31,아파트
245,대구시 수성구 범물동,대구시,수성구,범물동,대구시 수성구 범물동 우방미진하이츠,670,670,0,우방미진하이츠,59.99,202312,27,"18,500",106,6,-,-,2000,지범로 290,-,중개거래,대구 수성구,24.01.31,아파트
249,대구시 달성군 화원읍 본리리,대구시,달성군,화원읍,대구시 달성군 화원읍 대구본리그린빌,113-1,113,1,대구본리그린빌,59.98,202312,27,"19,200",105,14,-,-,2003,명천로 57,-,중개거래,대구 달성군,24.02.28,아파트
250,대구시 수성구 시지동,대구시,수성구,시지동,대구시 수성구 시지동 노변동서우방,509,509,0,노변동서우방,115.41,202312,27,"49,700",107,1,-,-,1996,노변공원로 22,-,중개거래,대구 수성구,24.02.02,아파트
252,대구시 달서구 유천동,대구시,달서구,유천동,대구시 달서구 유천동 진천역AK그랑폴리스,597,597,0,진천역AK그랑폴리스,84.9195,202312,26,"42,000",-,11,-,-,2013,월배로11길 33,20231227,중개거래,대구 달서구,-,아파트
254,대구시 달서구 진천동,대구시,달서구,진천동,대구시 달서구 진천동 진천역라온프라이빗센텀,843,843,0,진천역라온프라이빗센텀,68.9202,202312,26,"45,000",101동,38,-,-,2022,진천로16길 26,-,중개거래,대구 달서구,24.02.15,아파트
256,대구시 달서구 장기동,대구시,달서구,장기동,대구시 달서구 장기동 장기파랑새마을,814-1,814,1,장기파랑새마을,84.9822,202312,26,"23,000",401,1,-,-,2001,한들로 70,-,중개거래,대구 달서구 대구 수성구,24.01.19,아파트
257,대구시 달성군 다사읍 매곡리,대구시,달성군,다사읍,대구시 달성군 다사읍 힐스테이트다사역,1578,1578,0,힐스테이트다사역,84.9996,202312,26,"44,800",103,16,-,-,2022,매곡로12길 22,-,중개거래,대구 달성군,24.01.31,아파트
258,대구시 달성군 논공읍 남리,대구시,달성군,논공읍,대구시 달성군 논공읍 논공우방연합타운,615-5,615,5,논공우방연합타운,59.94,202312,26,"6,800",-,9,-,-,1996,논공중앙로22길 36,-,중개거래,대구 달성군 대구 중구,24.01.02,아파트
259,대구시 수성구 파동,대구시,수성구,파동,대구시 수성구 파동 경남리버파크,519-6,519,6,경남리버파크,84.83,202312,26,"20,000",-,3,-,-,2002,파동로 83,-,직거래,-,24.01.04,아파트
260,대구시 달성군 다사읍 매곡리,대구시,달성군,다사읍,대구시 달성군 다사읍 강창삼산1,719-2,719,2,강창삼산1,23.1,202312,26,"5,800",102,9,-,-,1995,달구벌대로 790,-,중개거래,대구 달성군,24.01.10,아파트
261,대구시 달서구 대천동,대구시,달서구,대천동,대구시 달서구 대천동 이안월배,326-1,326,1,이안월배,84.9851,202312,26,"39,400",-,3,-,-,2009,조암남로 116,20240131,중개거래,대구 달서구,-,아파트
263,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 삼정브리티시용산,702,702,0,삼정브리티시용산,59.8282,202312,26,"31,400",101,18,-,-,2013,달구벌대로 1530,-,중개거래,대구 달서구,24.01.25,아파트
264,대구시 달서구 감삼동,대구시,달서구,감삼동,대구시 달서구 감삼동 월드마크웨스트엔드,461,461,0,월드마크웨스트엔드,113.77,202312,26,"85,800",103,27,-,-,2010,와룡로 169,-,중개거래,대구 달서구,23.12.28,아파트
266,대구시 달서구 상인동,대구시,달서구,상인동,대구시 달서구 상인동 상인영남화성타운,1517,1517,0,상인영남화성타운,84.99,202312,26,"33,000",103,8,-,-,1993,상인서로 76,-,중개거래,대구 달서구,24.02.23,아파트
267,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성동코오롱하늘채1단지,1557-6,1557,6,월성동코오롱하늘채1단지,110.7546,202312,26,"45,000",103,1,-,-,2007,조암남로16길 19,-,중개거래,대구 달서구,24.01.24,아파트
268,대구시 달서구 월성동,대구시,달서구,월성동,대구시 달서구 월성동 월성주공1(저층),84,84,0,월성주공1(저층),51.18,202312,26,"15,550",108,2,-,-,1991,월곡로94길 30,-,중개거래,대구 달서구,24.01.08,아파트
275,대구시 북구 관음동,대구시,북구,관음동,대구시 북구 관음동 칠곡동화타운,1383-1,1383,1,칠곡동화타운,59.9644,202312,26,"13,000",106,2,-,-,2000,칠곡중앙대로95길 12,-,중개거래,대구 북구,24.01.12,아파트
277,대구시 동구 효목동,대구시,동구,효목동,대구시 동구 효목동 레이크힐,167-1,167,1,레이크힐,70.3325,202312,26,"21,000",-,2,-,-,2015,효동로 32,-,직거래,-,24.01.12,아파트
278,대구시 중구 동산동,대구시,중구,동산동,대구시 중구 동산동 청라언덕역서한포레스트,916,916,0,청라언덕역서한포레스트,84.8493,202312,26,"58,000",102동,33,-,-,2022,달구벌대로 2021,-,중개거래,대구 중구,24.01.19,아파트
280,대구시 북구 침산동,대구시,북구,침산동,대구시 북구 침산동 대한동아무지개,372-3,372,3,대한동아무지개,59.76,202312,26,"20,000",102,8,-,-,1999,침산로21길 24,-,중개거래,대구 북구,24.01.31,아파트
281,대구시 북구 서변동,대구시,북구,서변동,대구시 북구 서변동 화성리버파크1,1775,1775,0,화성리버파크1,59.9654,202312,26,"18,600",107,9,-,-,2003,서변로 72,-,중개거래,대구 북구,24.03.11,아파트
282,대구시 북구 대현동,대구시,북구,대현동,대구시 북구 대현동 대현뜨란채,527,527,0,대현뜨란채,84.95,202312,26,"30,000",101,11,-,-,2006,대현남로 28,-,중개거래,대구 북구,24.01.18,아파트
283,대구시 북구 동변동,대구시,북구,동변동,대구시 북구 동변동 유니버시아드선수촌2단지,682,682,0,유니버시아드선수촌2단지,73.2815,202312,26,"20,000",214,1,-,-,2003,동변로 24,-,직거래,-,23.12.27,아파트
284,대구시 북구 동변동,대구시,북구,동변동,대구시 북구 동변동 주공그린빌8,679,679,0,주공그린빌8,59.83,202312,26,"16,000",807,4,-,-,2002,동변로 55,-,직거래,-,24.01.09,아파트
287,대구시 북구 읍내동,대구시,북구,읍내동,대구시 북구 읍내동 칠곡한서타운,1234-7,1234,7,칠곡한서타운,84.97,202312,26,"16,500",101,4,-,-,1995,동암로7길 39,-,중개거래,대구 북구,24.02.29,아파트
288,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 범어숲화성파크드림S,2237,2237,0,범어숲화성파크드림S,92.9515,202312,26,"71,300",104,20,-,-,2013,동대구로 376,-,중개거래,대구 수성구,24.05.02,아파트
289,대구시 중구 남산동,대구시,중구,남산동,대구시 중구 남산동 보성황실타운,2466-1,2466,1,보성황실타운,119.84,202312,26,"36,000",108,23,-,-,1993,남산로13길 17,-,중개거래,대구 중구,24.01.31,아파트
290,대구시 북구 검단동,대구시,북구,검단동,대구시 북구 검단동 유성청구,887-8,887,8,유성청구,47.49,202312,26,"10,500",106,10,-,-,1992,검단로 115,-,중개거래,대구 북구,24.01.08,아파트
292,대구시 수성구 범어동,대구시,수성구,범어동,대구시 수성구 범어동 범어에스케이뷰,2234,2234,0,범어에스케이뷰,84.9816,202312,26,"102,000",202,19,-,-,2009,범어로 73,-,중개거래,대구 수성구,23.12.27,아파트
294,대구시 서구 비산동,대구시,서구,비산동,대구시 서구 비산동 엘리시안,1825-4,1825,4,엘리시안,84.5136,202312,26,"18,000",-,4,-,-,2016,서대구로63안길 19,-,중개거래,대구 북구,24.02.07,아파트
295,대구시 남구 대명동,대구시,남구,대명동,대구시 남구 대명동 대명하이츠,3000-12,3000,12,대명하이츠,71.63,202312,25,"20,500",-,6,-,-,2001,양지남길 57,-,중개거래,대구 남구,24.01.29,아파트
296,대구시 남구 봉덕동,대구시,남구,봉덕동,대구시 남구 봉덕동 앞산태왕아너스,1642,1642,0,앞산태왕아너스,74.9811,202312,25,"34,000",102,9,-,-,2019,효서길 53,-,중개거래,대구 남구,24.01.25,아파트
299,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 강북화성파크드림,420-5,420,5,강북화성파크드림,84.9272,202312,25,"29,000",103,4,-,-,2007,칠곡중앙대로 312,-,중개거래,대구 북구,24.03.11,아파트
300,대구시 북구 태전동,대구시,북구,태전동,대구시 북구 태전동 한신중앙,936-1,936,1,한신중앙,47.25,202312,25,"9,200",201,6,-,-,1993,영송로 85,-,중개거래,대구 북구,23.12.29,아파트
301,대구시 서구 비산동,대구시,서구,비산동,대구시 서구 비산동 한신휴플러스,315,315,0,한신휴플러스,59.9955,202312,25,"19,200",103,3,-,-,2005,달서로17길 17,-,중개거래,대구 서구,24.05.20,아파트
302,대구시 동구 검사동,대구시,동구,검사동,대구시 동구 검사동 동촌역태왕아너스르네상스,1111,1111,0,동촌역태왕아너스르네상스,59.9883,202312,25,"29,500",104동,13,-,-,2017,동촌로 100,-,중개거래,대구 동구,24.04.19,아파트
