complexNo,sido,gungu,dong,complexName
148844,부산시,부산진구,양정동,"위드에코하임(민간임대,주상복합)"
142907,부산시,부산진구,양정동,유림위너스(주상복합)
166437,부산시,부산진구,양정동,유림차오름(도시형)
126272,부산시,부산진구,양정동,이네스
139023,부산시,부산진구,양정동,이브팰리스(도시형)
110923,부산시,부산진구,양정동,일신스카이빌(주상복합)
133324,부산시,부산진구,양정동,자이팰리스(도시형)
9871,부산시,부산진구,양정동,전원타워빌(주상복합)
151867,부산시,부산진구,양정동,정성가(도시형)
123644,부산시,부산진구,양정동,정인빌(도시형)
109616,부산시,부산진구,양정동,제나두(도시형)
112454,부산시,부산진구,양정동,지오베스트빌(주상복합)
114860,부산시,부산진구,양정동,지음7(도시형)
126635,부산시,부산진구,양정동,창조글로리(도시형)
116632,부산시,부산진구,양정동,청보
106723,부산시,부산진구,양정동,초원
116857,부산시,부산진구,양정동,큐브빌(도시형)
137548,부산시,부산진구,양정동,크레빌(주상복합)
112278,부산시,부산진구,양정동,타워팰리스(주상복합)
113888,부산시,부산진구,양정동,파크블루(도시형)
151502,부산시,부산진구,양정동,편안세상(도시형)
115280,부산시,부산진구,양정동,포세이돈(도시형)
139573,부산시,부산진구,양정동,프라디움(도시형)
109605,부산시,부산진구,양정동,피렌체
113778,부산시,부산진구,양정동,한아름세상(도시형)
109191,부산시,부산진구,양정동,한진스카이뷰(도시형)
140658,부산시,부산진구,양정동,해강쉐르빌(도시형)
157905,부산시,부산진구,양정동,햇살하늘채
5214,부산시,부산진구,양정동,현대1차
5220,부산시,부산진구,양정동,현대2차
120523,부산시,부산진구,양정동,화성빌라트
143062,부산시,부산진구,연지동,굿모닝빌(도시형)
115917,부산시,부산진구,연지동,금광예다움(주상복합)
23110,부산시,부산진구,연지동,금오파크뷰(주상복합)
107308,부산시,부산진구,연지동,남경
115930,부산시,부산진구,연지동,다해미네스트(주상복합)
102966,부산시,부산진구,연지동,덕인디오네빌(주상복합)
150401,부산시,부산진구,연지동,라인빌(도시형)
126473,부산시,부산진구,연지동,래미안어반파크
105890,부산시,부산진구,연지동,로터스힐(도시형)
116185,부산시,부산진구,연지동,삼산프리빌리지(주상복합)
5238,부산시,부산진구,연지동,삼익
25498,부산시,부산진구,연지동,새롬하이빌
123635,부산시,부산진구,연지동,석포로얄캐슬(도시형)
5243,부산시,부산진구,연지동,세동한신
113301,부산시,부산진구,연지동,스윗팰리스(도시형)
113300,부산시,부산진구,연지동,스윗팰리스(주상복합)
166819,부산시,부산진구,연지동,시원하이빌(주상복합)
135804,부산시,부산진구,연지동,아우름연지(도시형)
25446,부산시,부산진구,연지동,연지경동(메르빌)
5224,부산시,부산진구,연지동,연지로얄
117718,부산시,부산진구,연지동,연지백리명가에덴(주상복합)
124845,부산시,부산진구,연지동,연지보해이브더파크(주상복합)
25570,부산시,부산진구,연지동,연지봉황
111473,부산시,부산진구,연지동,연지삼정그린코아(주상복합)
120677,부산시,부산진구,연지동,연지센트럴파크(주상복합)
131071,부산시,부산진구,연지동,연지에코팰리스
133619,부산시,부산진구,연지동,연지우성스마트시티뷰(주상복합)
23739,부산시,부산진구,연지동,연지자이1차
26210,부산시,부산진구,연지동,연지자이2차
5246,부산시,부산진구,연지동,연지청구1차
9028,부산시,부산진구,연지동,연지청구2차
5247,부산시,부산진구,연지동,연지한신타워
131886,부산시,부산진구,연지동,위드빌(주상복합)
13961,부산시,부산진구,연지동,유림노르웨이숲
103858,부산시,부산진구,연지동,이즈아트빌
100665,부산시,부산진구,연지동,지산오차드힐(주거복합)
121151,부산시,부산진구,연지동,플러스빌(도시형)
5244,부산시,부산진구,연지동,화인
109752,부산시,부산진구,전포동,KH마이우스(도시형)
127321,부산시,부산진구,전포동,e편한세상시민공원1단지
127322,부산시,부산진구,전포동,e편한세상시민공원2단지
104606,부산시,부산진구,전포동,경원프라우드빌I(주상복합)
24368,부산시,부산진구,전포동,경원프라우드빌Ⅱ(주상복합)
125207,부산시,부산진구,전포동,광후빌리지(주상복합)
118299,부산시,부산진구,전포동,금오아트빌
158367,부산시,부산진구,전포동,남경하이츠
148078,부산시,부산진구,전포동,누보빌(도시형)
5248,부산시,부산진구,전포동,대동파크
25069,부산시,부산진구,전포동,대산
152146,부산시,부산진구,전포동,대성드림빌1(도시형)
105737,부산시,부산진구,전포동,대성맨션
27215,부산시,부산진구,전포동,대우리치빌
25025,부산시,부산진구,전포동,대진
108013,부산시,부산진구,전포동,더나이스(도시형)
104402,부산시,부산진구,전포동,더블루(도시형)
125169,부산시,부산진구,전포동,더샵골드6(도시형)
125170,부산시,부산진구,전포동,더샵골드6(주상복합)
142549,부산시,부산진구,전포동,더휴캐슬랜드(도시형)
142565,부산시,부산진구,전포동,더휴캐슬리버(도시형)
142538,부산시,부산진구,전포동,더휴캐슬마운트(도시형)
142178,부산시,부산진구,전포동,더휴캐슬스카이(도시형)
116431,부산시,부산진구,전포동,동광하이빌
122515,부산시,부산진구,전포동,동남하이츠빌라트(주상복합)
156521,부산시,부산진구,전포동,동성하늘채(도시형)
15965,부산시,부산진구,전포동,동연아미가(주상복합)
118642,부산시,부산진구,전포동,동우오필리아(도시형)
110910,부산시,부산진구,전포동,디아이하우스(도시형)
121905,부산시,부산진구,전포동,로얄캐슬(도시형)
113109,부산시,부산진구,전포동,메리온시티(주상복합)
126757,부산시,부산진구,전포동,명가포레스트(주상복합)
114952,부산시,부산진구,전포동,목연정M팰리스(도시형)
106008,부산시,부산진구,전포동,몽뜨레(도시형)
130215,부산시,부산진구,전포동,"베스아이(661-7,도시형)"
126321,부산시,부산진구,전포동,"베스아이(671-19,민간임대,도시형)"
117661,부산시,부산진구,전포동,베스아이스타(도시형)
142859,부산시,부산진구,전포동,베스아이스텔라(도시형)
126052,부산시,부산진구,전포동,베스아이퀸(도시형)
149263,부산시,부산진구,전포동,"베스트팰리스(민간임대,도시형)"
101460,부산시,부산진구,전포동,보해이브빌
110623,부산시,부산진구,전포동,부산서면동양팰리스(도시형)
110621,부산시,부산진구,전포동,부산서면동양팰리스(주상복합)
146508,부산시,부산진구,전포동,블루빌(도시형)
148231,부산시,부산진구,전포동,블루스카이(도시형)
153423,부산시,부산진구,전포동,블루스퀘어(도시형)
12028,부산시,부산진구,전포동,삼정코아
103220,부산시,부산진구,전포동,새한아트빌(주상복합)
113494,부산시,부산진구,전포동,서면
151039,부산시,부산진구,전포동,서면가화만사성더테라스
11067,부산시,부산진구,전포동,서면대우디오빌2(주상복합)
9776,부산시,부산진구,전포동,서면롯데캐슬스카이
127963,부산시,부산진구,전포동,서면베스트빌(주상복합)
25384,부산시,부산진구,전포동,서면세종그랑시아(주상복합)
17404,부산시,부산진구,전포동,서면쌍용플래티넘(주상복합)
119101,부산시,부산진구,전포동,서면아이파크1단지
119102,부산시,부산진구,전포동,서면아이파크2단지
106427,부산시,부산진구,전포동,서면앙쥬빌(도시형)
104338,부산시,부산진구,전포동,서면엘리시움(주상복합)
25486,부산시,부산진구,전포동,서면유림노르웨이아침(주상복합)
112723,부산시,부산진구,전포동,서면팰리스(도시형)
5249,부산시,부산진구,전포동,서면한신
107523,부산시,부산진구,전포동,서포맨션
120468,부산시,부산진구,전포동,세경HUB센트럴시티(도시형)
136235,부산시,부산진구,전포동,세경노블파크(도시형)
152563,부산시,부산진구,전포동,세경더뷰(도시형)
122796,부산시,부산진구,전포동,세영그린빌(도시형)
111561,부산시,부산진구,전포동,"수목하우스(649-3,도시형)"
121226,부산시,부산진구,전포동,스윗팰리스(도시형)
121227,부산시,부산진구,전포동,스윗팰리스(주상복합)
14860,부산시,부산진구,전포동,시영
24134,부산시,부산진구,전포동,신화골든뷰(주상복합)
13569,부산시,부산진구,전포동,양정메트로하이츠
128512,부산시,부산진구,전포동,어울림뷰(도시형)
13649,부산시,부산진구,전포동,에메랄드홈(주상복합)
142110,부산시,부산진구,전포동,에비뉴엘2(도시형)
141937,부산시,부산진구,전포동,엠버(도시형)
148079,부산시,부산진구,전포동,영원렉스빌(도시형)
125275,부산시,부산진구,전포동,영진파크(도시형)
11272,부산시,부산진구,전포동,예일프라자
111629,부산시,부산진구,전포동,우영
104674,부산시,부산진구,전포동,위너비타(주상복합)
27522,부산시,부산진구,전포동,유성넥스빌(주상복합)
106256,부산시,부산진구,전포동,유성해네스타워(도시형)
154259,부산시,부산진구,전포동,이리나(주상복합)
134822,부산시,부산진구,전포동,일산
117166,부산시,부산진구,전포동,전포센티움(주상복합)
115576,부산시,부산진구,전포동,전포유림노르웨이숲(주상복합)
17843,부산시,부산진구,전포동,전포화신
5264,부산시,부산진구,전포동,전포화신거화1차
14862,부산시,부산진구,전포동,전포화신거화2차
157903,부산시,부산진구,전포동,정원스카이4차(도시형)
116608,부산시,부산진구,전포동,천우스카이뷰1차(주상복합)
24920,부산시,부산진구,전포동,청아리치타운
124469,부산시,부산진구,전포동,"토포필리아(민간임대,도시형)"
156137,부산시,부산진구,전포동,포세이돈(도시형)
110997,부산시,부산진구,전포동,프리미엄안단테(도시형)
13160,부산시,부산진구,전포동,한라비발디
10797,부산시,부산진구,전포동,한성시티빌
22772,부산시,부산진구,전포동,한성타운(주상복합)
106279,부산시,부산진구,전포동,한울트라움(주상복합)
11290,부산시,부산진구,전포동,한웅인터빌(주상복합)
19780,부산시,부산진구,전포동,한일유앤아이(주상복합)
5262,부산시,부산진구,전포동,협성그린피아
105973,부산시,부산진구,전포동,홍익빌레트(주상복합)
141019,부산시,부산진구,전포동,힐링하우스(도시형)
136822,부산시,부산진구,초읍동,그랜드파크휘문(주상복합)
154317,부산시,부산진구,초읍동,노아의숲(도시형)
14863,부산시,부산진구,초읍동,대림
139568,부산시,부산진구,초읍동,동남파크빌(도시형)
110021,부산시,부산진구,초읍동,동아블루시아
114173,부산시,부산진구,초읍동,리첸타워
154601,부산시,부산진구,초읍동,미소골든타워
147159,부산시,부산진구,초읍동,반도맨션
135245,부산시,부산진구,초읍동,벽송수피아
107595,부산시,부산진구,초읍동,부성
168538,부산시,부산진구,초읍동,블루스카이빌
136752,부산시,부산진구,초읍동,삼인유리안(도시형)
103737,부산시,부산진구,초읍동,삼정그린코아
5273,부산시,부산진구,초읍동,선경성지곡
102965,부산시,부산진구,초읍동,성림
9027,부산시,부산진구,초읍동,성지곡삼환
105728,부산시,부산진구,초읍동,성지파크
120000,부산시,부산진구,초읍동,세원수(주상복합)
148601,부산시,부산진구,초읍동,수림화이트빌
149470,부산시,부산진구,초읍동,스위트빌
15969,부산시,부산진구,초읍동,신화하이빌(주상복합)
171299,부산시,부산진구,초읍동,아남하이츠
15970,부산시,부산진구,초읍동,우진까치
159137,부산시,부산진구,초읍동,월드드림빌
174659,부산시,부산진구,초읍동,유드림하우스(도시형)
141721,부산시,부산진구,초읍동,일신파크빌
155667,부산시,부산진구,초읍동,정든블루빌
136067,부산시,부산진구,초읍동,정든파크빌
9043,부산시,부산진구,초읍동,창신그린힐
127588,부산시,부산진구,초읍동,초원탑스빌(도시형)
136482,부산시,부산진구,초읍동,초읍(263-6)
130494,부산시,부산진구,초읍동,초읍골드빌
130935,부산시,부산진구,초읍동,초읍골드빌2차
9967,부산시,부산진구,초읍동,초읍그린
5266,부산시,부산진구,초읍동,초읍대우
5269,부산시,부산진구,초읍동,초읍대진
14867,부산시,부산진구,초읍동,초읍우신
5286,부산시,부산진구,초읍동,초읍우신그린피아
148761,부산시,부산진구,초읍동,초읍월드메르디앙에듀포레
123835,부산시,부산진구,초읍동,초읍포레스타
142697,부산시,부산진구,초읍동,초읍하늘채포레스원
5276,부산시,부산진구,초읍동,초읍한신
14868,부산시,부산진구,초읍동,초읍한일맨션
107971,부산시,부산진구,초읍동,태림
109282,부산시,부산진구,초읍동,팰리스타워
116166,부산시,부산진구,초읍동,포레나부산초읍
121682,부산시,부산진구,초읍동,풍경인포레(주상복합)
110841,부산시,부산진구,초읍동,한성기린빌리지
9721,부산시,부산진구,초읍동,한일
178699,부산시,부산진구,초읍동,해강아너스빌(도시형)
163199,부산시,부산진구,초읍동,행복리치빌3차(도시형)
163000,부산시,부산진구,초읍동,협성베스트하우스
112493,부산시,부산진구,초읍동,혜도인파크에비뉴연지
10341,부산시,북구,구포동,경원골든
13248,부산시,북구,구포동,경일
10080,부산시,북구,구포동,곡산
127276,부산시,북구,구포동,광민리치빌(도시형)
127196,부산시,북구,구포동,광민리치빌1(도시형)
126748,부산시,북구,구포동,구명제이타워(도시형)
5327,부산시,북구,구포동,구포대성
5291,부산시,북구,구포동,구포대우
15973,부산시,북구,구포동,구포도시
10078,부산시,북구,구포동,구포동성가든타워(주상복합)
103653,부산시,북구,구포동,구포동원로얄듀크비스타(주상복합)
110067,부산시,북구,구포동,구포봄여름가을겨울
118717,부산시,북구,구포동,구포봄여름가을겨울2차
22794,부산시,북구,구포동,구포오바드빌
27545,부산시,북구,구포동,구포유림노르웨이숲2차
115219,부산시,북구,구포동,구포윤창비에이치타운(주상복합)
112533,부산시,북구,구포동,구포지움포유(도시형)
5321,부산시,북구,구포동,구포현대
108741,부산시,북구,구포동,금샘
136827,부산시,북구,구포동,나루빌
125547,부산시,북구,구포동,노블하우스(도시형)
128605,부산시,북구,구포동,다우팰리스(도시형)
144722,부산시,북구,구포동,도형리치빌(주상복합)
24972,부산시,북구,구포동,동부
128641,부산시,북구,구포동,드림
125414,부산시,북구,구포동,떠오름(도시형)
125524,부산시,북구,구포동,뜨란채(도시형)
125526,부산시,북구,구포동,로하스빌(도시형)
122932,부산시,북구,구포동,리버파크반도유보라
122835,부산시,북구,구포동,리첸타워(도시형)
125496,부산시,북구,구포동,리치하우스(도시형)
113111,부산시,북구,구포동,명굉
125542,부산시,북구,구포동,모스(도시형)
127283,부산시,북구,구포동,묘성폴라리스(주상복합)
118243,부산시,북구,구포동,미소드리움(도시형)
125409,부산시,북구,구포동,백두카이저(도시형)
10077,부산시,북구,구포동,백양
10081,부산시,북구,구포동,백조그린타운
10084,부산시,북구,구포동,벽산그린타운3차
10082,부산시,북구,구포동,벽산그린필드1차
10083,부산시,북구,구포동,벽산그린필드2차
125494,부산시,북구,구포동,보리아트빌(도시형)
126674,부산시,북구,구포동,부광
121478,부산시,북구,구포동,부원
111282,부산시,북구,구포동,비룡벨로스텔라(도시형)
111281,부산시,북구,구포동,비룡벨로스텔라(주상복합)
5336,부산시,북구,구포동,삼경장미
5309,부산시,북구,구포동,삼정그린코아
103078,부산시,북구,구포동,성림누리아라
143146,부산시,북구,구포동,성우리치빌(도시형)
125495,부산시,북구,구포동,성우블루(도시형)
125493,부산시,북구,구포동,성우카이저(도시형)
132062,부산시,북구,구포동,성우해피(도시형)
125548,부산시,북구,구포동,세아리츠빌(도시형)
125527,부산시,북구,구포동,세종벨라지오(도시형)
126624,부산시,북구,구포동,세종아빌로스(도시형)
125540,부산시,북구,구포동,스마트빌(도시형)
125435,부산시,북구,구포동,스카이타워(도시형)
129903,부산시,북구,구포동,스카이파크(도시형)
125484,부산시,북구,구포동,신우드림빌(도시형)
125480,부산시,북구,구포동,신우스위트빌(도시형)
120393,부산시,북구,구포동,신진1차
24068,부산시,북구,구포동,신진2차
111280,부산시,북구,구포동,어반빌리지(도시형)
117468,부산시,북구,구포동,어반펠리체(주상복합)
12119,부산시,북구,구포동,에이스타운
125470,부산시,북구,구포동,오션타워(도시형)
118918,부산시,북구,구포동,용진스타티스(도시형)
104118,부산시,북구,구포동,용진힐타운(주상복합)
131004,부산시,북구,구포동,"우성하이츠빌(A동,도시형)"
144991,부산시,북구,구포동,위브빌(주상복합)
9777,부산시,북구,구포동,유림노르웨이숲
122382,부산시,북구,구포동,을숙도아침(주상복합)
125456,부산시,북구,구포동,이안가득(도시형)
144631,부산시,북구,구포동,이음골든브릿지(주상복합)
111729,부산시,북구,구포동,이충라온제나
118073,부산시,북구,구포동,일호센텀누리(도시형)
124709,부산시,북구,구포동,일호코아루(도시형)
116947,부산시,북구,구포동,전망좋은방
123682,부산시,북구,구포동,중원골드빌
117549,부산시,북구,구포동,지오스카이뷰(도시형)
120841,부산시,북구,구포동,지평웰리브(주상복합)
12060,부산시,북구,구포동,창신
122148,부산시,북구,구포동,천양리버빌(주상복합)
125448,부산시,북구,구포동,클라우드(도시형)
5313,부산시,북구,구포동,태경
113042,부산시,북구,구포동,태성캐슬
5318,부산시,북구,구포동,태평양
5338,부산시,북구,구포동,태평양그린2차
124199,부산시,북구,구포동,"파크블루(1060-495,도시형)"
124196,부산시,북구,구포동,파크블루(주상복합)
148579,부산시,북구,구포동,팰리스(도시형)
125543,부산시,북구,구포동,프라임시티
24736,부산시,북구,구포동,한창데파트
112995,부산시,북구,구포동,해피투모로우
5346,부산시,북구,구포동,협진태양
125440,부산시,북구,구포동,혜주빌(도시형)
113758,부산시,북구,구포동,효산벨루스(주상복합)
125546,부산시,북구,구포동,휴먼스빌(도시형)
158659,부산시,북구,구포동,휴먼시티(도시형)
5363,부산시,북구,금곡동,금곡주공3단지
5367,부산시,북구,금곡동,금곡주공5단지
5370,부산시,북구,금곡동,금곡주공6단지
5372,부산시,북구,금곡동,"금곡주공8,9단지"
5380,부산시,북구,금곡동,금곡화목타운
107160,부산시,북구,금곡동,대성하이츠빌
104592,부산시,북구,금곡동,동원역삼정그린코아
5382,부산시,북구,금곡동,벽산삼협한솔
106629,부산시,북구,금곡동,신화명리버뷰자이
128638,부산시,북구,금곡동,우리명가
5352,부산시,북구,금곡동,유림1차
101484,부산시,북구,금곡동,유림2차(대건)
5359,부산시,북구,금곡동,유림2차(유림)
103892,부산시,북구,금곡동,율리벽산블루밍1단지
103893,부산시,북구,금곡동,율리역벽산블루밍2단지
19295,부산시,북구,금곡동,이안금곡
135556,부산시,북구,금곡동,트윈파크(도시형)
133099,부산시,북구,금곡동,해피하우스
5361,부산시,북구,금곡동,"협진태양,조성"
10259,부산시,북구,금곡동,화명뜨란채
9845,부산시,북구,금곡동,화명리버빌2차
9448,부산시,북구,금곡동,화명한일유앤아이
5410,부산시,북구,덕천동,기비골마을
118460,부산시,북구,덕천동,낙원타워
125368,부산시,북구,덕천동,다이내믹하이웨이(도시형)
5400,부산시,북구,덕천동,대방
101658,부산시,북구,덕천동,대성
125405,부산시,북구,덕천동,대성빌
125373,부산시,북구,덕천동,대영웰빌(도시형)
111085,부산시,북구,덕천동,대원(주상복합)
125359,부산시,북구,덕천동,덕성행운빌(도시형)
113502,부산시,북구,덕천동,덕천대진
10418,부산시,북구,덕천동,덕천롯데
24330,부산시,북구,덕천동,덕천삼정그린코아
123806,부산시,북구,덕천동,덕천역이즈카운티(도시형)
119970,부산시,북구,덕천동,덕천역이즈카운티(주상복합)
5407,부산시,북구,덕천동,덕천한라
24439,부산시,북구,덕천동,덕천한성맨션
125292,부산시,북구,덕천동,동양그린빌(도시형)
110443,부산시,북구,덕천동,동주광명맨션
125300,부산시,북구,덕천동,라온빌(도시형)
125283,부산시,북구,덕천동,라움빌(도시형)
15980,부산시,북구,덕천동,무궁화
125377,부산시,북구,덕천동,미광빌(도시형)
126806,부산시,북구,덕천동,미다스9(주상복합)
133209,부산시,북구,덕천동,미래프라임
125290,부산시,북구,덕천동,베스트빌(도시형)
9755,부산시,북구,덕천동,벽산
5413,부산시,북구,덕천동,부국2차
108307,부산시,북구,덕천동,부국3차
12884,부산시,북구,덕천동,"부영,벽산파라빌"
10136,부산시,북구,덕천동,부영맨션
141037,부산시,북구,덕천동,부원
14882,부산시,북구,덕천동,북부
125287,부산시,북구,덕천동,삼오빌
14871,부산시,북구,덕천동,삼진
138370,부산시,북구,덕천동,삼화
112895,부산시,북구,덕천동,새진흥
5417,부산시,북구,덕천동,성우
13744,부산시,북구,덕천동,성훈강변
125326,부산시,북구,덕천동,솔드하우스(도시형)
125329,부산시,북구,덕천동,시티엘(도시형)
14872,부산시,북구,덕천동,신도
150307,부산시,북구,덕천동,신화하니엘에비뉴힐(주상복합)
128628,부산시,북구,덕천동,써니아르빌
5430,부산시,북구,덕천동,아남프라자
125322,부산시,북구,덕천동,아델스빌(도시형)
125321,부산시,북구,덕천동,애플하우스(주상복합)
125301,부산시,북구,덕천동,원더풀SOHO빌(도시형)
125404,부산시,북구,덕천동,원시티(도시형)
14307,부산시,북구,덕천동,은마
15984,부산시,북구,덕천동,은호
125383,부산시,북구,덕천동,자이빌(도시형)
102068,부산시,북구,덕천동,정남
125369,부산시,북구,덕천동,정우(도시형)
125304,부산시,북구,덕천동,정우빌(도시형)
5403,부산시,북구,덕천동,주공1단지
125306,부산시,북구,덕천동,진우(도시형)
108219,부산시,북구,덕천동,진흥
5431,부산시,북구,덕천동,청우파크맨션
125284,부산시,북구,덕천동,파란채(도시형)
125244,부산시,북구,덕천동,팰리스덕성(도시형)
112936,부산시,북구,덕천동,펠리스덕천(도시형)
125310,부산시,북구,덕천동,평산빌(도시형)
129733,부산시,북구,덕천동,포레나부산덕천
142593,부산시,북구,덕천동,포레나부산덕천2차
5432,부산시,북구,덕천동,한성
153959,부산시,북구,덕천동,한청그라시아(도시형)
112633,부산시,북구,덕천동,홍익빌레트(도시형)
121626,부산시,북구,만덕동,e편한세상금정산
5461,부산시,북구,만덕동,그린코아
133912,부산시,북구,만덕동,금정산드림타워(주상복합)
102335,부산시,북구,만덕동,금정산센트럴포레
5463,부산시,북구,만덕동,대성타워맨션
114211,부산시,북구,만덕동,더래디언트금정산
24103,부산시,북구,만덕동,덕화
112543,부산시,북구,만덕동,동남뷰(주상복합)
5507,부산시,북구,만덕동,동원
5504,부산시,북구,만덕동,동원맨션
10907,부산시,북구,만덕동,만덕2휴먼시아
100696,부산시,북구,만덕동,만덕3휴먼시아
5498,부산시,북구,만덕동,만덕동일
5473,부산시,북구,만덕동,만덕럭키1차
5478,부산시,북구,만덕동,만덕럭키2차
10558,부산시,북구,만덕동,만덕베르빌
5490,부산시,북구,만덕동,만덕현대
104887,부산시,북구,만덕동,백양디이스트
125365,부산시,북구,만덕동,백양산베스티움에코포레
5472,부산시,북구,만덕동,벽산라인타운2차
5466,부산시,북구,만덕동,벽산라인훼미리타운
105666,부산시,북구,만덕동,북부
5480,부산시,북구,만덕동,삼성
23966,부산시,북구,만덕동,상록한신휴플러스
10849,부산시,북구,만덕동,신만덕쌍용예가
10206,부산시,북구,만덕동,신만덕유림노르웨이숲
114028,부산시,북구,만덕동,신만덕휴
106932,부산시,북구,만덕동,신촌맥스빌
107782,부산시,북구,만덕동,오페라하우스
5486,부산시,북구,만덕동,일동
10823,부산시,북구,만덕동,한신
25934,부산시,북구,만덕동,현대레포션
5492,부산시,북구,만덕동,협성파크
106986,부산시,북구,화명동,e편한세상화명힐스
5513,부산시,북구,화명동,경남아너스빌
101069,부산시,북구,화명동,그린숲속
9889,부산시,북구,화명동,대림쌍용강변타운
9888,부산시,북구,화명동,대우이안
5540,부산시,북구,화명동,대우푸르지오
102016,부산시,북구,화명동,도시화명그린(206)
5524,부산시,북구,화명동,도시화명그린(295)
101072,부산시,북구,화명동,도시화명그린(313)
9834,부산시,북구,화명동,동원로얄듀크1차
105054,부산시,북구,화명동,레지던스라움(도시형)
24224,부산시,북구,화명동,롯데캐슬멤버스
5526,부산시,북구,화명동,벽산강변타운
13414,부산시,북구,화명동,보경그린
9812,부산시,북구,화명동,삼한힐파크
142017,부산시,북구,화명동,새진흥맨션
10430,부산시,북구,화명동,수정강변타운
118490,부산시,북구,화명동,쉐르빌(도시형)
142187,부산시,북구,화명동,아덴펜트하우스(도시형)
109863,부산시,북구,화명동,엘가(도시형)
5527,부산시,북구,화명동,우신
5531,부산시,북구,화명동,코오롱
9815,부산시,북구,화명동,코오롱하늘채1차
9809,부산시,북구,화명동,코오롱하늘채2차
117543,부산시,북구,화명동,포레시티빌
127788,부산시,북구,화명동,프라임시티(도시형)
25995,부산시,북구,화명동,해림
11070,부산시,북구,화명동,화명그린힐
5517,부산시,북구,화명동,화명대림타운
105637,부산시,북구,화명동,화명동원로얄듀크비스타2차
9779,부산시,북구,화명동,화명롯데낙천대
5536,부산시,북구,화명동,화명롯데캐슬카이저
5528,부산시,북구,화명동,화명유림
12797,부산시,북구,화명동,화명장원맨션
123730,부산시,북구,화명동,화명푸르지오헤리센트
127644,부산시,북구,화명동,화명플리체비스타동원
5538,부산시,북구,화명동,화명현대
9949,부산시,북구,화명동,화명현대2차
133125,부산시,사상구,감전동,감전엘크루센트로(주상복합)
124448,부산시,사상구,감전동,감전역예서두레라움(주상복합)
107631,부산시,사상구,감전동,뉴삼성
152061,부산시,사상구,감전동,더퍼스트원(도시형)
124282,부산시,사상구,감전동,로얄캐슬(주상복합)
128522,부산시,사상구,감전동,블루힐(도시형)
122984,부산시,사상구,감전동,서경골든빌리지(도시형)
142294,부산시,사상구,감전동,세종A클래스(도시형)
142289,부산시,사상구,감전동,세종B클래스(주상복합)
141862,부산시,사상구,감전동,세종엠클래스씨(도시형)
158260,부산시,사상구,감전동,스카이뷰
153333,부산시,사상구,감전동,와이드빌
105081,부산시,사상구,감전동,한영
122829,부산시,사상구,감전동,한주
130384,부산시,사상구,괘법동,E클레스(도시형)
109588,부산시,사상구,괘법동,강일프라임빌(주상복합)
114264,부산시,사상구,괘법동,경화힐타워
115136,부산시,사상구,괘법동,골드빌리지(주상복합)
147820,부산시,사상구,괘법동,괘법맨션(주상복합)
121485,부산시,사상구,괘법동,괘법포르투나(도시형)
5551,부산시,사상구,괘법동,괘법한신2차
124090,부산시,사상구,괘법동,굿모닝뷰(주상복합)
115245,부산시,사상구,괘법동,그랑드원(도시형)
126633,부산시,사상구,괘법동,네오리더스사상(도시형)
113991,부산시,사상구,괘법동,대동레미안센트럴시티(도시형)
114602,부산시,사상구,괘법동,대박힐링Ⅲ(도시형)
111815,부산시,사상구,괘법동,대성캐슬(도시형)
116025,부산시,사상구,괘법동,대성캐슬2(주상복합)
108085,부산시,사상구,괘법동,대현
123348,부산시,사상구,괘법동,두송그린파크빌
140011,부산시,사상구,괘법동,디아너스(도시형)
114912,부산시,사상구,괘법동,레스틴뷰(도시형)
113922,부산시,사상구,괘법동,리베르캐슬
25641,부산시,사상구,괘법동,리치플러스(주상복합)
167617,부산시,사상구,괘법동,보해썬시티리버파크
5546,부산시,사상구,괘법동,사상강변동원
108865,부산시,사상구,괘법동,사상샬레(도시형)
118993,부산시,사상구,괘법동,사상센텀(주상복합)
122128,부산시,사상구,괘법동,사상역경보센트리안(주상복합)
133526,부산시,사상구,괘법동,사상역봄여름가을겨울
112799,부산시,사상구,괘법동,사상역이즈팰리스와이드(도시형)
136082,부산시,사상구,괘법동,사상역포르투나더테라스(도시형)
124593,부산시,사상구,괘법동,삼화그린빌(주상복합)
128698,부산시,사상구,괘법동,센트럴스타힐스(주상복합)
122632,부산시,사상구,괘법동,아너스리버(도시형)
127170,부산시,사상구,괘법동,아이더블유타워(도시형)
116018,부산시,사상구,괘법동,에버그린(도시형)
127173,부산시,사상구,괘법동,올유레스틴뷰(도시형)
9870,부산시,사상구,괘법동,위드한빛
136428,부산시,사상구,괘법동,윈저빌타운(주상복합)
112928,부산시,사상구,괘법동,은하하우스
126075,부산시,사상구,괘법동,일루스타(주상복합)
155117,부산시,사상구,괘법동,정원빌(도시형)
14480,부산시,사상구,괘법동,주은타워빌(주상복합)
125806,부산시,사상구,괘법동,천아하늘정원(주상복합)
123814,부산시,사상구,괘법동,탑스빌리지(도시형)
108065,부산시,사상구,괘법동,태양원스빌(주상복합)
107627,부산시,사상구,괘법동,파밀리아(도시형)
109666,부산시,사상구,괘법동,파밀리아괘법2차(도시형)
112425,부산시,사상구,괘법동,파밀리아괘법3차(주상복합)
113456,부산시,사상구,괘법동,파밀리아괘법4차(도시형)
113454,부산시,사상구,괘법동,파밀리아괘법4차(주상복합)
143830,부산시,사상구,괘법동,파크블루11차(주상복합)
