complexNo,sido,gungu,dong,complexName
144763,부산시,강서구,강동동,에코델타스마트시티수자인
145041,부산시,강서구,강동동,에코델타호반써밋스마트시티
119433,부산시,강서구,녹산동,유나베네스1차(주상복합)
119502,부산시,강서구,녹산동,유나베네스2차
127136,부산시,강서구,대저1동,외진가센트럴타워(주상복합)
125041,부산시,강서구,대저1동,우창더뷰
152220,부산시,강서구,대저1동,우창아르피나(도시형)
135286,부산시,강서구,대저1동,우창팰리스
121320,부산시,강서구,대저1동,태원더블루원(주상복합)
145910,부산시,강서구,대저2동,"공항마을리베르하임(민간임대,주상복합)"
127946,부산시,강서구,동선동,팰리스(도시형)
113505,부산시,강서구,명지동,e편한세상명지(주상복합)
25894,부산시,강서구,명지동,극동스타클래스
119328,부산시,강서구,명지동,더샵명지퍼스트월드2단지(주상복합)
119329,부산시,강서구,명지동,더샵명지퍼스트월드3단지(주상복합)
114880,부산시,강서구,명지동,더힐시그니처
106178,부산시,강서구,명지동,명지1차금강펜테리움센트럴파크
112596,부산시,강서구,명지동,명지국제신도시삼정그린코아더베스트(주상복합)
107717,부산시,강서구,명지동,명지국제신도시호반베르디움1차
109074,부산시,강서구,명지동,명지국제신도시호반베르디움2차
107737,부산시,강서구,명지동,명지금강펜테리움센트럴파크2차
106554,부산시,강서구,명지동,명지대방노블랜드오션뷰1차
107738,부산시,강서구,명지동,명지대방노블랜드오션뷰2차
113098,부산시,강서구,명지동,명지더웨스턴
102843,부산시,강서구,명지동,명지두산위브포세이돈
25769,부산시,강서구,명지동,명지롯데캐슬
104870,부산시,강서구,명지동,명지오션시티삼정그린코아
100118,부산시,강서구,명지동,명지오션시티엘크루솔마레
105610,부산시,강서구,명지동,명지오션시티한신휴플러스
108371,부산시,강서구,명지동,명지협성휴포레
116374,부산시,강서구,명지동,부산명지중흥S-클래스더테라스(도시형)
109854,부산시,강서구,명지동,부산명지중흥S-클래스에듀오션
108771,부산시,강서구,명지동,부산명지중흥S-클래스프라디움
106120,부산시,강서구,명지동,에일린의뜰
179057,부산시,강서구,명지동,에코빌(도시형)
26078,부산시,강서구,명지동,엘크루블루오션4단지
26079,부산시,강서구,명지동,엘크루블루오션5단지
26080,부산시,강서구,명지동,엘크루블루오션6단지
25241,부산시,강서구,명지동,영어도시퀸덤1차링컨타운
24846,부산시,강서구,명지동,영어도시퀸덤1차아인슈타인타운
24757,부산시,강서구,명지동,영어도시퀸덤1차에디슨타운
107340,부산시,강서구,신호동,부산신호사랑으로부영1차
108393,부산시,강서구,신호동,부산신호사랑으로부영2차
17615,부산시,강서구,신호동,부산신호윌더하임
114287,부산시,강서구,지사동,명진파크뷰(도시형)
109546,부산시,강서구,지사동,지사과학삼정그린코아
104076,부산시,강서구,지사동,지사금강펜테리움
106179,부산시,강서구,지사동,협성DS엘리시안
157217,부산시,강서구,화전동,명지화전우방아이유쉘
109707,부산시,금정구,구서동,강한베스트빌(주상복합)
106391,부산시,금정구,구서동,거북맨션
120064,부산시,금정구,구서동,거성
9425,부산시,금정구,구서동,경보
103308,부산시,금정구,구서동,경희빌리지(주상복합)
102907,부산시,금정구,구서동,광이드림타워(주상복합)
161857,부산시,금정구,구서동,구서1차봄여름가을겨울
108245,부산시,금정구,구서동,구서SK뷰1단지
108246,부산시,금정구,구서동,구서SK뷰2단지
10993,부산시,금정구,구서동,구서건흥(주상복합)
112266,부산시,금정구,구서동,구서나우빌라트
106763,부산시,금정구,구서동,구서다움
151858,부산시,금정구,구서동,구서다움파크(주상복합)
4014,부산시,금정구,구서동,구서동일
11378,부산시,금정구,구서동,구서롯데캐슬골드1단지
11379,부산시,금정구,구서동,구서롯데캐슬골드2단지
127548,부산시,금정구,구서동,구서백리명가에덴(도시형)
126694,부산시,금정구,구서동,구서백리명가에덴(주상복합)
19678,부산시,금정구,구서동,구서벽산메가트리움(주상복합)
26755,부산시,금정구,구서동,구서삼백크라시앙(주상복합)
156868,부산시,금정구,구서동,구서상가
4073,부산시,금정구,구서동,구서선경3차
19214,부산시,금정구,구서동,구서시티타워
4056,부산시,금정구,구서동,구서신동아
10741,부산시,금정구,구서동,구서쌍용
26382,부산시,금정구,구서동,구서쌍용예가1단지
26271,부산시,금정구,구서동,구서쌍용예가2단지
118202,부산시,금정구,구서동,구서역두산위브포세이돈(주상복합)
145175,부산시,금정구,구서동,구서역포르투나(주상복합)
4055,부산시,금정구,구서동,구서우성
19679,부산시,금정구,구서동,구서유림노르웨이아침(주상복합)
147942,부산시,금정구,구서동,구서태성에버리치(주상복합)
113614,부산시,금정구,구서동,구서피닉스빌(주상복합)
13226,부산시,금정구,구서동,구서하나로3차
103548,부산시,금정구,구서동,구서협성엠파이어(주상복합)
10092,부산시,금정구,구서동,궁전쉐르빌(주상복합)
103942,부산시,금정구,구서동,그린빌(주상복합)
4049,부산시,금정구,구서동,금강부광
115336,부산시,금정구,구서동,금광예다움(주상복합)
120851,부산시,금정구,구서동,꿈꾸는가(주상복합)
119226,부산시,금정구,구서동,남강파크뷰Ⅰ
119266,부산시,금정구,구서동,남강파크뷰Ⅱ
107187,부산시,금정구,구서동,남영하이빌(주상복합)
148805,부산시,금정구,구서동,남평 N-CITY(주상복합)
111757,부산시,금정구,구서동,대림포레(도시형)
120452,부산시,금정구,구서동,대보드림채(주상복합)
128460,부산시,금정구,구서동,대성타워팰리스(주상복합)
26463,부산시,금정구,구서동,덕인센츄리온(주상복합)
9913,부산시,금정구,구서동,동보
103753,부산시,금정구,구서동,동보2차(주상복합)
108990,부산시,금정구,구서동,동보3차
104617,부산시,금정구,구서동,동보4차
133788,부산시,금정구,구서동,라경유닉스
24849,부산시,금정구,구서동,로얄캐슬
4067,부산시,금정구,구서동,리젠시빌라
114045,부산시,금정구,구서동,멤버스빌
24805,부산시,금정구,구서동,명승명가
110589,부산시,금정구,구서동,명진맨션
105227,부산시,금정구,구서동,벽송
123752,부산시,금정구,구서동,보성오페라(도시형)
110037,부산시,금정구,구서동,부림시티빌
111232,부산시,금정구,구서동,부성타워
4016,부산시,금정구,구서동,부영벽산
118440,부산시,금정구,구서동,산들마을(도시형)
115499,부산시,금정구,구서동,산들파르테(도시형)
123156,부산시,금정구,구서동,산들파르테2차(도시형)
112244,부산시,금정구,구서동,삼부2차(주상복합)
141943,부산시,금정구,구서동,삼부맨션
112032,부산시,금정구,구서동,삼성맨션
11547,부산시,금정구,구서동,삼성파크
107121,부산시,금정구,구서동,삼한골든뷰(도시형)
103676,부산시,금정구,구서동,삼흥펠리스빌
19349,부산시,금정구,구서동,새천년골든밸류빌(주상복합)
117051,부산시,금정구,구서동,새한
11811,부산시,금정구,구서동,서원
105519,부산시,금정구,구서동,석탑그레이스빌(주상복합)
19384,부산시,금정구,구서동,성원맨투로빌(주상복합)
109710,부산시,금정구,구서동,세진
104912,부산시,금정구,구서동,세진에버그린
128461,부산시,금정구,구서동,스카이엘(주상복합)
116977,부산시,금정구,구서동,시티팰리스(주상복합)
114748,부산시,금정구,구서동,신일
13103,부산시,금정구,구서동,아름베스트빌1차
101575,부산시,금정구,구서동,아름베스트빌3차(주상복합)
101578,부산시,금정구,구서동,아름베스트빌4차
101579,부산시,금정구,구서동,아름베스트빌5차
101580,부산시,금정구,구서동,아름베스트빌6차(주상복합)
19617,부산시,금정구,구서동,에이스하임(주상복합)
112385,부산시,금정구,구서동,영진블루빌(도시형)
143853,부산시,금정구,구서동,용진베스트
112698,부산시,금정구,구서동,우남센스빌(주상복합)
130029,부산시,금정구,구서동,우석쉐르빌(주상복합)
24061,부산시,금정구,구서동,우영클래식파크(주상복합)
118160,부산시,금정구,구서동,위클라우드-2(도시형)
114341,부산시,금정구,구서동,위클라우드1차(도시형)
4065,부산시,금정구,구서동,일신
148124,부산시,금정구,구서동,일신크리스탈2차
25091,부산시,금정구,구서동,일화아트
107634,부산시,금정구,구서동,전원금강빌
104304,부산시,금정구,구서동,조광
115614,부산시,금정구,구서동,조은(도시형)
10504,부산시,금정구,구서동,진흥목화
108243,부산시,금정구,구서동,창아(주상복합)
106146,부산시,금정구,구서동,천양스카이빌
12723,부산시,금정구,구서동,청아리치타운(주상복합)
123421,부산시,금정구,구서동,태성캐슬(주상복합)
120506,부산시,금정구,구서동,태진팰리스(주상복합)
9902,부산시,금정구,구서동,태평양
111518,부산시,금정구,구서동,푸른마을
13097,부산시,금정구,구서동,하나로
11080,부산시,금정구,구서동,한진
19775,부산시,금정구,구서동,한진스카이(주상복합)
109760,부산시,금정구,구서동,한진스카이뷰(도시형)
116338,부산시,금정구,구서동,한흥맨션
157357,부산시,금정구,구서동,헤리티지우석
113814,부산시,금정구,구서동,현진플라워(도시형)
4061,부산시,금정구,구서동,협성그린
109631,부산시,금정구,구서동,홍원
129188,부산시,금정구,구서동,휴림아르페(도시형)
124597,부산시,금정구,구서동,휴림아르페(주상복합)
145846,부산시,금정구,금사동,금사센스빌
102007,부산시,금정구,금사동,문화파크
4086,부산시,금정구,금사동,삼한
107744,부산시,금정구,금사동,삼한사랑채
26899,부산시,금정구,금사동,예그린
126389,부산시,금정구,금사동,행복하이츠빌(도시형)
148220,부산시,금정구,금사동,행운리치빌(도시형)
144081,부산시,금정구,남산동,거성
104249,부산시,금정구,남산동,거성경원
25463,부산시,금정구,남산동,거성리젠시
122900,부산시,금정구,남산동,건흥
4090,부산시,금정구,남산동,경동
25442,부산시,금정구,남산동,경원골든
172157,부산시,금정구,남산동,국제
4092,부산시,금정구,남산동,국제그린파크
115910,부산시,금정구,남산동,궁전씨티빌
113326,부산시,금정구,남산동,금샘하이클래스
110587,부산시,금정구,남산동,금정
131072,부산시,금정구,남산동,기수
120006,부산시,금정구,남산동,나경위너스(주상복합)
114260,부산시,금정구,남산동,나경유닉스빌라트(주상복합)
12079,부산시,금정구,남산동,남도그린파크
9798,부산시,금정구,남산동,남산그린
114295,부산시,금정구,남산동,남산그린파크
111979,부산시,금정구,남산동,남산그린파크맨션
120846,부산시,금정구,남산동,남산누리마을(주상복합)
24749,부산시,금정구,남산동,남산미네르빌
109892,부산시,금정구,남산동,남산삼전
107184,부산시,금정구,남산동,남산신화하니엘(주상복합)
25638,부산시,금정구,남산동,남산우남이채롬(주상복합)
24190,부산시,금정구,남산동,남산천일로얄맨션
10004,부산시,금정구,남산동,남산청룡
121190,부산시,금정구,남산동,남산파크빌리지
111616,부산시,금정구,남산동,남산하이시티
104297,부산시,금정구,남산동,남산하이츠
4095,부산시,금정구,남산동,남산하이츠타운
110756,부산시,금정구,남산동,남산효산벨루스(도시형)
112230,부산시,금정구,남산동,남석(주상복합)
117682,부산시,금정구,남산동,대명하이츠4차
155241,부산시,금정구,남산동,"대박마을(민간임대,도시형)"
148658,부산시,금정구,남산동,"더까사누보(민간임대,도시형)"
114294,부산시,금정구,남산동,더존빌
117743,부산시,금정구,남산동,동보5차
127677,부산시,금정구,남산동,동보6차
4096,부산시,금정구,남산동,럭키남산
156977,부산시,금정구,남산동,"리치빌(민간임대,도시형)"
10735,부산시,금정구,남산동,맥스빌
113874,부산시,금정구,남산동,메리온파크
117481,부산시,금정구,남산동,모아남산블루빌
122786,부산시,금정구,남산동,미주빌리지
9946,부산시,금정구,남산동,미화공원맨션
113437,부산시,금정구,남산동,벽송수피아
109624,부산시,금정구,남산동,삼보하이빌
4097,부산시,금정구,남산동,삼성
116651,부산시,금정구,남산동,샘하이츠
154437,부산시,금정구,남산동,석산5차
105854,부산시,금정구,남산동,성원빌라트
125191,부산시,금정구,남산동,성화빌라트
103137,부산시,금정구,남산동,세진
128585,부산시,금정구,남산동,세화
119151,부산시,금정구,남산동,송림
24186,부산시,금정구,남산동,수민
142439,부산시,금정구,남산동,신풍아트
113957,부산시,금정구,남산동,신화하니엘(도시형)
108902,부산시,금정구,남산동,아름베스트7차
106900,부산시,금정구,남산동,아름베스트빌2차(주상복합)
160241,부산시,금정구,남산동,아센시아더플러스
118088,부산시,금정구,남산동,아진펠리스
111187,부산시,금정구,남산동,엘리시움(주상복합)
146314,부산시,금정구,남산동,영화파크맨션
17575,부산시,금정구,남산동,우남카사벨라(주상복합)
114310,부산시,금정구,남산동,우석쉐르빌
118562,부산시,금정구,남산동,우일아내트(도시형)
114259,부산시,금정구,남산동,일신파크빌
118031,부산시,금정구,남산동,전원아트빌
104040,부산시,금정구,남산동,정구
111676,부산시,금정구,남산동,지성캐슬(도시형)
111675,부산시,금정구,남산동,지성캐슬(주상복합)
120313,부산시,금정구,남산동,청암
121255,부산시,금정구,남산동,태경그린빌9차
118975,부산시,금정구,남산동,평광하이트빌
116405,부산시,금정구,남산동,학산코스모
141336,부산시,금정구,남산동,한아름
105842,부산시,금정구,남산동,해성
107155,부산시,금정구,남산동,해성비발디
108672,부산시,금정구,남산동,해성체르니
127078,부산시,금정구,남산동,해성체르니2차
103838,부산시,금정구,남산동,행복이가득한집(주상복합)
4100,부산시,금정구,남산동,현대그레이스
159584,부산시,금정구,남산동,휴림아르페(120-8)
121500,부산시,금정구,남산동,"휴림아르페(21-7,도시형)"
110173,부산시,금정구,부곡동,SG이너스Ⅱ(도시형)
4121,부산시,금정구,부곡동,SK
4138,부산시,금정구,부곡동,경남한신
4143,부산시,금정구,부곡동,경보온천타워
4146,부산시,금정구,부곡동,국제그린
110571,부산시,금정구,부곡동,금계빌라트(주상복합)
140040,부산시,금정구,부곡동,금양위스빌
112058,부산시,금정구,부곡동,금정
110543,부산시,금정구,부곡동,금정빌리지(주상복합)
116477,부산시,금정구,부곡동,금정아트빌
112785,부산시,금정구,부곡동,까치빌라트
108040,부산시,금정구,부곡동,나경위너스
151803,부산시,금정구,부곡동,남강스위트
125984,부산시,금정구,부곡동,남성하이빌(주상복합)
116198,부산시,금정구,부곡동,남신베르디
109260,부산시,금정구,부곡동,넥스빌
22765,부산시,금정구,부곡동,대우우남이채롬
117183,부산시,금정구,부곡동,동국쉐르빌(도시형)
108444,부산시,금정구,부곡동,동백맨션
12837,부산시,금정구,부곡동,동아
120524,부산시,금정구,부곡동,동양부곡
10064,부산시,금정구,부곡동,동원맨션
113842,부산시,금정구,부곡동,동현
112520,부산시,금정구,부곡동,로이스타운(주상복합)
117601,부산시,금정구,부곡동,리치하우스(도시형)
117606,부산시,금정구,부곡동,명화하이츠
4171,부산시,금정구,부곡동,무지개타운
113191,부산시,금정구,부곡동,미소드리움부곡1차(도시형)
113197,부산시,금정구,부곡동,미소드리움부곡2차(도시형)
116236,부산시,금정구,부곡동,"반도(368-1,주상복합)"
4176,부산시,금정구,부곡동,반도맨션(780)
118360,부산시,금정구,부곡동,베스트빌2
161498,부산시,금정구,부곡동,부곡
4151,부산시,금정구,부곡동,부곡뉴그린
4179,부산시,금정구,부곡동,부곡늘푸른
19532,부산시,금정구,부곡동,부곡대동다숲
4155,부산시,금정구,부곡동,부곡대우
14516,부산시,금정구,부곡동,부곡동원로얄듀크2차
100472,부산시,금정구,부곡동,부곡롯데캐슬디아망
109990,부산시,금정구,부곡동,부곡맨션
4135,부산시,금정구,부곡동,부곡쌍용
132942,부산시,금정구,부곡동,부곡아름채
4118,부산시,금정구,부곡동,부곡엘지
116176,부산시,금정구,부곡동,부곡영화맨션
24125,부산시,금정구,부곡동,부곡일천베스파(주상복합)
14814,부산시,금정구,부곡동,부곡푸르지오(주상복합)
117492,부산시,금정구,부곡동,부곡프리미엄안단테(주상복합)
104622,부산시,금정구,부곡동,부곡협성맨션
128661,부산시,금정구,부곡동,부남쉐르빌(도시형)
103905,부산시,금정구,부곡동,부산대역삼정그린코아마운틴(도시형)
103907,부산시,금정구,부곡동,부산대역삼정그린코아스카이(도시형)
109202,부산시,금정구,부곡동,부호하이츠
146088,부산시,금정구,부곡동,블루원(도시형)
121547,부산시,금정구,부곡동,비비드(주상복합)
15046,부산시,금정구,부곡동,삼백크라시앙(주상복합)
113730,부산시,금정구,부곡동,삼성부곡맨션
103171,부산시,금정구,부곡동,삼승렉스풀(주상복합)
119150,부산시,금정구,부곡동,삼한골든뷰에듀스테이션(주상복합)
110369,부산시,금정구,부곡동,삼한사랑채
147433,부산시,금정구,부곡동,상우다솜빌(도시형)
109422,부산시,금정구,부곡동,센스(주상복합)
119500,부산시,금정구,부곡동,셈빌라트(주상복합)
120273,부산시,금정구,부곡동,송림맨션
123854,부산시,금정구,부곡동,수신파크빌
130348,부산시,금정구,부곡동,수정골든빌
128115,부산시,금정구,부곡동,스카이빌(도시형)
4193,부산시,금정구,부곡동,신동아
110414,부산시,금정구,부곡동,신성타워팰리스(도시형)
148179,부산시,금정구,부곡동,신한탑스빌
25268,부산시,금정구,부곡동,엔젤
116290,부산시,금정구,부곡동,엘스퀘어(주상복합)
113737,부산시,금정구,부곡동,영광맨션
10070,부산시,금정구,부곡동,영풍마드레빌
111507,부산시,금정구,부곡동,온천리젠시타워(주상복합)
111912,부산시,금정구,부곡동,온천장역동원로얄듀크
117940,부산시,금정구,부곡동,온천지음(도시형)
4206,부산시,금정구,부곡동,우신뉴타운
108030,부산시,금정구,부곡동,우일아내트
112287,부산시,금정구,부곡동,우진더클래식(도시형)
119132,부산시,금정구,부곡동,위스빌
122673,부산시,금정구,부곡동,위클라우드16차(주상복합)
110551,부산시,금정구,부곡동,위클라우드4차(도시형)
110545,부산시,금정구,부곡동,위클라우드7차(주상복합)
106353,부산시,금정구,부곡동,유나베네스타운
115642,부산시,금정구,부곡동,장미(215-1)
23669,부산시,금정구,부곡동,장미(773-1)
109233,부산시,금정구,부곡동,장전서희스타힐스
102870,부산시,금정구,부곡동,전원파크뷰(주상복합)
127401,부산시,금정구,부곡동,중앙(주상복합)
109633,부산시,금정구,부곡동,천아하늘정원(주상복합)
111241,부산시,금정구,부곡동,퀸즈W장전역(도시형)
111240,부산시,금정구,부곡동,퀸즈W장전역(주상복합)
111887,부산시,금정구,부곡동,태경빌리지
104248,부산시,금정구,부곡동,태안에버빌(주상복합)
118138,부산시,금정구,부곡동,태창
128952,부산시,금정구,부곡동,티아이더코어(주상복합)
129191,부산시,금정구,부곡동,품에안은(주상복합)
117832,부산시,금정구,부곡동,하이빌(도시형)
4129,부산시,금정구,부곡동,한보
117848,부산시,금정구,부곡동,해뜰채(주상복합)
134883,부산시,금정구,부곡동,해마루Ⅲ(주상복합)
120680,부산시,금정구,부곡동,해성아름채(도시형)
130447,부산시,금정구,부곡동,해은빌리지(도시형)
14402,부산시,금정구,부곡동,해피투모로우(주상복합)
171618,부산시,금정구,부곡동,행운
108509,부산시,금정구,부곡동,향양
4131,부산시,금정구,부곡동,현대
110449,부산시,금정구,부곡동,협성온천
106176,부산시,금정구,부곡동,홍원메르디앙(주상복합)
129015,부산시,금정구,서동,LKS노빌리티(주상복합)
141972,부산시,금정구,서동,가원(주상복합)
128183,부산시,금정구,서동,다성이룸(주상복합)
116640,부산시,금정구,서동,다온미즈(주상복합)
102030,부산시,금정구,서동,대묵M-PARK(주상복합)
120405,부산시,금정구,서동,덕명웨스트아일랜드(도시형)
144760,부산시,금정구,서동,동남아트빌(주상복합)
139981,부산시,금정구,서동,동양아우라(주상복합)
117935,부산시,금정구,서동,미소드리움(도시형)
19776,부산시,금정구,서동,부산성지(리벨루스)
105636,부산시,금정구,서동,부성파크빌
14631,부산시,금정구,서동,삼한여명
122714,부산시,금정구,서동,서동동국에버리치(주상복합)
103277,부산시,금정구,서동,서동로얄맨션
27881,부산시,금정구,서동,서동삼한
102010,부산시,금정구,서동,서동아신
160661,부산시,금정구,서동,성용아트빌
106889,부산시,금정구,서동,신동아맨숀
118177,부산시,금정구,서동,우성더리치(도시형)
115559,부산시,금정구,서동,우일아내트(도시형)
124872,부산시,금정구,서동,트레비앙(주상복합)
141222,부산시,금정구,서동,하우스리송(도시형)
102079,부산시,금정구,서동,한성기린
14632,부산시,금정구,서동,현대
103679,부산시,금정구,장전동,GIO빌라트Ⅱ(주상복합)
4256,부산시,금정구,장전동,GS금정
11954,부산시,금정구,장전동,경보
111895,부산시,금정구,장전동,경원골든(주상복합)
109265,부산시,금정구,장전동,골든팰리스(도시형)
144741,부산시,금정구,장전동,금강스위트
125773,부산시,금정구,장전동,금정누리빌(도시형)
118197,부산시,금정구,장전동,금정리치빌
105404,부산시,금정구,장전동,금정맨션
101742,부산시,금정구,장전동,금정산쌍용예가
103264,부산시,금정구,장전동,금정산쌍용예가2차
130482,부산시,금정구,장전동,금정산에코벨리
110929,부산시,금정구,장전동,금정산태진팰리스(주상복합)
118267,부산시,금정구,장전동,금정산태진팰리스2차(주상복합)
104162,부산시,금정구,장전동,금정산파크뷰(주상복합)
4247,부산시,금정구,장전동,금정산한신
136485,부산시,금정구,장전동,금정파크룸(주상복합)
26533,부산시,금정구,장전동,금정힐스테이트
155018,부산시,금정구,장전동,네버랜드101(도시형)
128811,부산시,금정구,장전동,대원빌아트(주상복합)
103106,부산시,금정구,장전동,동아
129424,부산시,금정구,장전동,드림아트온(도시형)
115119,부산시,금정구,장전동,드림아트온(주상복합)
139291,부산시,금정구,장전동,라온빌리지(도시형)
109188,부산시,금정구,장전동,래미안장전
122940,부산시,금정구,장전동,명성이지음
120328,부산시,금정구,장전동,모닝빌(주상복합)
111228,부산시,금정구,장전동,백리명가에덴(도시형)
111229,부산시,금정구,장전동,백리명가에덴(주상복합)
27091,부산시,금정구,장전동,벽산블루밍장전디자인시티
103083,부산시,금정구,장전동,산수유(주상복합)
135814,부산시,금정구,장전동,삼성하이츠
152160,부산시,금정구,장전동,상주
10924,부산시,금정구,장전동,새온천
17715,부산시,금정구,장전동,선경에이스하임
105729,부산시,금정구,장전동,소망
113652,부산시,금정구,장전동,아인빌(도시형)
139284,부산시,금정구,장전동,아트빌라스(도시형)
163538,부산시,금정구,장전동,에이스빌리지
113458,부산시,금정구,장전동,온천아이브(주상복합)
106718,부산시,금정구,장전동,온천장역삼정그린코아(주상복합)
120123,부산시,금정구,장전동,온천장해피투모로우(주상복합)
128875,부산시,금정구,장전동,온천휴(도시형)
127499,부산시,금정구,장전동,온천휴103
25226,부산시,금정구,장전동,용진노블레스(주상복합)
113818,부산시,금정구,장전동,용진마이스터(주상복합)
102072,부산시,금정구,장전동,용진힐타운(주상복합)
126592,부산시,금정구,장전동,윤성리버티(주상복합)
125576,부산시,금정구,장전동,은평리치힐
114244,부산시,금정구,장전동,장전SJ타워(도시형)
26274,부산시,금정구,장전동,장전금정산SK뷰
156278,부산시,금정구,장전동,장전드리움(주상복합)
111633,부산시,금정구,장전동,장전삼정그린코아더베스트(주상복합)
14542,부산시,금정구,장전동,장전우남이채롬(주상복합)
118951,부산시,금정구,장전동,장전파크(주상복합)
4274,부산시,금정구,장전동,장전현대2차
103157,부산시,금정구,장전동,재우카라디움(주상복합)
128446,부산시,금정구,장전동,정우골든시티(주상복합)
114249,부산시,금정구,장전동,진정맨션
172827,부산시,금정구,장전동,최신(주상복합)
121848,부산시,금정구,장전동,파크아트온(도시형)
121847,부산시,금정구,장전동,파크아트온(주상복합)
112945,부산시,금정구,장전동,하운모닝빌(주상복합)
101259,부산시,금정구,장전동,행복이가득한집
119033,부산시,금정구,장전동,행운아트빌
124364,부산시,금정구,장전동,허브팰리스장전(주상복합)
4265,부산시,금정구,장전동,현대1차
116376,부산시,금정구,장전동,홍익아트빌
4263,부산시,금정구,장전동,화목
117826,부산시,금정구,장전동,효산맨션
139285,부산시,금정구,장전동,효성힐하우스
139286,부산시,금정구,장전동,효성힐하우스(도시형)
4283,부산시,금정구,청룡동,경동
118472,부산시,금정구,청룡동,골든팰리스더파크(도시형)
22999,부산시,금정구,청룡동,구남
133524,부산시,금정구,청룡동,금정더유엘프리미어(주상복합)
22544,부산시,금정구,청룡동,금정산경동메르빌
14317,부산시,금정구,청룡동,금정산롯데인벤스84
114229,부산시,금정구,청룡동,남산그린
12055,부산시,금정구,청룡동,남화기수타워
110190,부산시,금정구,청룡동,네오밸리스
147836,부산시,금정구,청룡동,대신
11136,부산시,금정구,청룡동,대흥타워
123436,부산시,금정구,청룡동,도완시티빌
10996,부산시,금정구,청룡동,동산오차드힐(주상복합)
117969,부산시,금정구,청룡동,드림파크빌리지
23575,부산시,금정구,청룡동,로얄팰리스
121686,부산시,금정구,청룡동,마이빌
136212,부산시,금정구,청룡동,범어사역더리체(주상복합)
11175,부산시,금정구,청룡동,삼부(주상복합)
156339,부산시,금정구,청룡동,세광포유빌(주상복합)
109060,부산시,금정구,청룡동,세왕자이연
114276,부산시,금정구,청룡동,아스테리아
133322,부산시,금정구,청룡동,아카데미
111714,부산시,금정구,청룡동,옥성금용(주상복합)
151861,부산시,금정구,청룡동,우창그랜드
118166,부산시,금정구,청룡동,지성캐슬
153679,부산시,금정구,청룡동,진산아트
107004,부산시,금정구,청룡동,청룡예뜨랑1(도시형)
103486,부산시,금정구,청룡동,청룡협성엠파이어(주상복합)
138652,부산시,금정구,청룡동,청룡협성엠파이어빌(도시형)
124622,부산시,금정구,청룡동,태림아르페(도시형)
124623,부산시,금정구,청룡동,태림아르페(주상복합)
118575,부산시,금정구,청룡동,하이캐슬
116304,부산시,금정구,청룡동,한양탑스빌5차(도시형)
113952,부산시,금정구,청룡동,해뜰채(도시형)
4287,부산시,금정구,청룡동,화신골든맨션
105228,부산시,금정구,회동동,금성타운(주상복합)
103261,부산시,금정구,회동동,동성베스트
112289,부산시,기장군,기장읍,가화
104374,부산시,기장군,기장읍,가화랜드빌
106959,부산시,기장군,기장읍,가화랜드빌5차
104301,부산시,기장군,기장읍,가화만사성(100-1)
13559,부산시,기장군,기장읍,"가화만사성(343-1,주상복합)"
139345,부산시,기장군,기장읍,갤러리하우스
113882,부산시,기장군,기장읍,경보그랜드비치
117395,부산시,기장군,기장읍,경보이리스힐
121852,부산시,기장군,기장읍,경은해비치
25250,부산시,기장군,기장읍,금강궁전
148640,부산시,기장군,기장읍,금강로즈맨션
113171,부산시,기장군,기장읍,금강센스빌
122206,부산시,기장군,기장읍,금광타워(주상복합)
104102,부산시,기장군,기장읍,기장마르빌
103681,부산시,기장군,기장읍,기장부전베스트월드
122886,부산시,기장군,기장읍,기장에코하임6차(주상복합)
10852,부산시,기장군,기장읍,기장우신네오빌
128429,부산시,기장군,기장읍,기장유림노르웨이숲
4769,부산시,기장군,기장읍,기장제2주공
130603,부산시,기장군,기장읍,기장제이에스빌
4764,부산시,기장군,기장읍,기장현대
141421,부산시,기장군,기장읍,남경캐슬
107912,부산시,기장군,기장읍,남평파크뷰(주상복합)
120419,부산시,기장군,기장읍,노이하우스2차
124669,부산시,기장군,기장읍,노이하우스3차
125117,부산시,기장군,기장읍,늘행복
131263,부산시,기장군,기장읍,다비드
111739,부산시,기장군,기장읍,담덕기장센텀(도시형)
111740,부산시,기장군,기장읍,담덕기장센텀(주상복합)
113721,부산시,기장군,기장읍,대동레미안센트럴시티(주상복합)
126946,부산시,기장군,기장읍,대동레미안신승빌(도시형)
126942,부산시,기장군,기장읍,대동레미안태종빌(도시형)
126953,부산시,기장군,기장읍,대동레미안화승빌(도시형)
115611,부산시,기장군,기장읍,대변그린비치빌
105532,부산시,기장군,기장읍,대원3차
147225,부산시,기장군,기장읍,대원5차
166577,부산시,기장군,기장읍,대정르네상스빌
4767,부산시,기장군,기장읍,대진로얄타운
107501,부산시,기장군,기장읍,더블유하임(주상복합)
129604,부산시,기장군,기장읍,더테라스(주상복합)
105194,부산시,기장군,기장읍,더포인트(도시형)
125194,부산시,기장군,기장읍,던힐즈
107281,부산시,기장군,기장읍,동국에버리치
151620,부산시,기장군,기장읍,동부(도시형)
110382,부산시,기장군,기장읍,동부산관광단지삼정그린코아더베스트
100365,부산시,기장군,기장읍,동부산동원로얄듀크
122472,부산시,기장군,기장읍,동부산렉슬(주상복합)
128932,부산시,기장군,기장읍,동부산어반리움(주상복합)
122088,부산시,기장군,기장읍,동부스위트(주상복합)
